iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,9966.3987350961,115,9966.3987350961,initial,1.0,True,0.0004096999764442444,0.00041089998558163643,0
1,115,9966.3987350961,516,4.349226467942762e+16,exploration,0.95,False,38.24352000001818,38.243934000027366,1
2,46,3328.183927568331,46,3328.183927568331,transformer,0.9025,True,5.644306699978188,43.88928640005179,0
3,46,3328.183927568331,149,26185.068554879457,transformer,0.8573749999999999,False,11.693802499910817,55.58338199998252,1
4,46,3328.183927568331,507,1.5591172028910388e+16,transformer,0.8145062499999999,False,37.45540809992235,93.03917989996262,2
5,2,2172.4016717396894,2,2172.4016717396894,transformer,0.7737809374999999,True,3.23000131174922e-05,93.03962820000015,0
6,2,2172.4016717396894,163,44873.83395180309,transformer,0.7350918906249998,False,12.542979400022887,105.58299120003358,1
7,2,2172.4016717396894,135,17845.21652995058,transformer,0.6983372960937497,False,3.350002225488424e-05,105.5834162000101,2
8,2,2172.4016717396894,8,2338.678718885146,transformer,0.6634204312890623,False,1.4899997040629387e-05,105.58371370006353,3
9,2,2172.4016717396894,2,2172.4016717396894,transformer,0.6302494097246091,False,2.3799948394298553e-05,105.58433350000996,4
10,2,2172.4016717396894,2,2172.4016717396894,transformer,0.5987369392383786,False,2.6499968953430653e-05,105.58512369997334,5
11,2,2172.4016717396894,777,1.4293985285017178e+32,transformer,0.5688000922764596,False,1.7000013031065464e-05,105.5857427000301,6
12,2,2172.4016717396894,2,2172.4016717396894,transformer,0.5403600876626365,False,1.780001912266016e-05,105.58626260003075,7
13,2,2172.4016717396894,2,2172.4016717396894,transformer,0.5133420832795047,False,1.6900012269616127e-05,105.58680020004977,8
14,2,2172.4016717396894,2,2172.4016717396894,transformer,0.48767497911552943,False,1.7600017599761486e-05,105.58731179998722,9
15,2,2172.4016717396894,226,675156.1160451669,transformer,0.46329123015975293,False,16.744626399944536,122.33243740000762,10
16,2,2172.4016717396894,2,2172.4016717396894,transformer,0.44012666865176525,False,3.6199926398694515e-05,122.3328764999751,11
17,2,2172.4016717396894,2,2172.4016717396894,transformer,0.41812033521917696,False,1.680001150816679e-05,122.33323930006009,12
18,2,2172.4016717396894,2,2172.4016717396894,transformer,0.3972143184582181,False,2.6099965907633305e-05,122.33378129999619,13
19,2,2172.4016717396894,2,2172.4016717396894,transformer,0.37735360253530714,False,2.4099950678646564e-05,122.33446529996581,14
20,2,2172.4016717396894,2,2172.4016717396894,transformer,0.35848592240854177,False,2.5399960577487946e-05,122.33526750002056,15
