individual_id,T,alpha,eta,fitness
0,4,0.25,0.25,2132.1918330777557
1,4,0.25,0.25,2132.1918330777557
2,4,0.25,0.25,2132.1918330777557
3,4,0.25,0.25,2132.1918330777557
4,4,0.25,0.25,2132.1918330777557
5,4,0.25,0.25,2132.1918330777557
6,4,0.25,0.25,2132.1918330777557
7,4,0.25,0.25,2132.1918330777557
8,2,0.5,0.5,2185.4059981328724
9,2,0.5,0.5,2185.4059981328724
10,2,0.5,0.5,2185.4059981328724
11,2,0.5,0.5,2185.4059981328724
12,4,0.25,0.25,2132.1918330777557
13,4,0.25,0.25,2132.1918330777557
14,2,0.5,0.5,2185.4059981328724
15,2,0.5,0.5,2185.4059981328724
16,2,0.5,0.5,2185.4059981328724
17,4,0.25,0.25,2132.1918330777557
18,2,0.5,0.5,2185.4059981328724
19,2,0.5,0.5,2185.4059981328724
