iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,2620.6517503158734,67363142144044.54,202167703663755.6,2620.6517503158734,797088459879207.1,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,2005.2338328681892,384082469676549.9,1903492306994253.5,2005.2338328681892,1.0943376185395834e+16,2,0.5,0.5,0.0,0.001,311.55608389999907,1617.176077799999,0,23.48339176975752,7763436903502284.0,9391469008876036.0,59143.68030455675,910029.9249872387,3.611973145626895e+16,0.05373404362724615,0.25
1,1708.3231143467765,279332705219822.1,1632291308897723.5,1708.3231143467765,1.0943376185395834e+16,20,0.05,0.05,0.04131943609871104,0.001,39.510907599997154,1656.6930921999992,0,14.806787799741342,2741.785415960324,3671.3075926181864,4131.943609871104,42768.57938664322,614.1831746288981,0.004464116780099561,0.0010000002217451249
2,1708.3231143467765,219475696958824.78,1451404352161216.2,1708.3231143467765,1.0943376185395834e+16,20,0.05,0.05,0.023586766926733352,0.0012618438938574044,102.85350200000175,1759.5522076999987,1,0.0,897.1476851058469,8364.326668723194,1773.2669171977686,10374.947203526903,217.3483308991234,0.004127695305288348,0.0010000002750323457
3,1704.8929178787512,180744691613480.88,1319782769783668.2,1704.8929178787512,1.0943376185395834e+16,30,0.03333333333333333,0.03333333333333333,0.0,0.001109243734743941,50.062512000000424,1809.6203437000004,0,0.20079318948610864,2834.516499545577,28454.076019699645,2123.659217938987,5451.517277516641,797.3902918875017,0.0044855290731949495,0.0012618439216650153
4,1702.5962252849092,153632987871739.66,1218489978439403.8,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.03367161304944765,0.001,38.824576300001354,1848.4501418,0,0.1347118384830601,3799.9582489817426,3411.5210704997244,3035.5468320242926,55723.83565296282,895.709562941259,0.004705855619184589,0.0011092435532402175
5,1702.5962252849092,133593902497413.89,1137425197585392.8,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.015869455984735263,0.003849941796591169,96.12047159999929,1944.575942200001,1,0.0,11045.809446966065,124886.53627810611,1780.2157064712385,37012.29068086258,2767.7104285388446,0.00399095560468642,0.0010000000014465911
6,1702.5962252849092,118179221440235.48,1070644915504874.1,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.04155434867780758,0.006009464235662669,55.900313000001915,2000.4818364999992,2,0.0,3580.711153981711,3159.7619495747913,667.1501557715584,4666.966328575283,1575.723597947113,0.008748697773586046,0.0038499421832221496
7,1702.5962252849092,105953784739766.44,1014393967536748.1,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.0,0.001,88.71972019999885,2089.2069483999985,3,0.0,29311.32812514782,281544.04067922896,5630.116178170367,51227.41626498921,23332.713072951025,0.007549288311095469,0.006009464236120174
8,1702.5962252849092,96020617420590.98,966168006924755.5,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.02453077766175195,0.001,14.05535019999661,2103.2677564000005,4,0.0,4165.320211034131,9883.519375241764,2453.0777661751945,22935.228085938827,936.6278308345204,0.004447145465748574,0.001000000054012642
9,1702.5962252849092,87790278784698.83,924224289316255.5,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.01992844898247619,0.0010007682772305826,20.248327400000562,2123.5217268999986,5,0.0,1885.5640360316634,38362.37675568193,460.23286792757585,37.88437719029826,570.0320687559221,0.003307820979464844,0.0009999999771351858
10,1702.5962252849092,80859467301838.7,887307648824956.2,1702.5962252849092,1.0943376185395834e+16,7,0.14285714285714285,0.14285714285714285,0.017829390616025807,0.0017847737581411598,0.0004760999981954228,2123.5290724000006,6,0.0,2362.9820069298157,37265.809542587456,209.74469457196284,21946.36115732456,646.9072627251919,0.0036555431797185333,0.0010007682564741008
