iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2781.1175021074573,115,2781.1175021074573,initial,1.0,True,0.0004613000201061368,0.0004626000300049782,0
1,2,1341.9977271342634,2,1341.9977271342634,transformer,0.95,True,4.4199987314641476e-05,0.0005093000363558531,0
2,2,1341.9977271342634,106,2582.671061880853,transformer,0.9025,False,2.4900073185563087e-05,0.0010926000541076064,1
3,2,1341.9977271342634,2,1341.9977271342634,transformer,0.8573749999999999,False,2.089992631226778e-05,0.0014830000000074506,2
4,2,1341.9977271342634,326,255847.58243898596,exploration,0.8145062499999999,False,33.99865339999087,34.000949100009166,3
5,2,1341.9977271342634,572,7969226255.212667,exploration,0.7737809374999999,False,61.39471489994321,95.39611390000209,4
6,2,1341.9977271342634,158,4920.135760374016,exploration,0.7350918906249998,False,1.6300007700920105e-05,95.39654970006086,5
7,2,1341.9977271342634,2,1341.9977271342634,transformer,0.6983372960937497,False,3.029999788850546e-05,95.39691850007512,6
8,2,1341.9977271342634,425,8762718.105763694,transformer,0.6634204312890623,False,44.688586499891244,140.08620949997567,7
9,2,1341.9977271342634,72,1991.616001108669,exploration,0.6302494097246091,False,1.7600017599761486e-05,140.0866733000148,8
10,2,1341.9977271342634,2,1341.9977271342634,transformer,0.5987369392383786,False,3.2100011594593525e-05,140.08709240006283,9
11,2,1341.9977271342634,2,1341.9977271342634,transformer,0.5688000922764596,False,2.5799963623285294e-05,140.08779270004015,10
12,2,1341.9977271342634,322,214964.32872202483,transformer,0.5403600876626365,False,32.90543709998019,172.99396770005114,11
13,2,1341.9977271342634,2,1341.9977271342634,transformer,0.5133420832795047,False,4.1599967516958714e-05,172.99442640005145,12
14,2,1341.9977271342634,2,1341.9977271342634,transformer,0.48767497911552943,False,2.4000066332519054e-05,172.99483760003932,13
15,2,1341.9977271342634,40,1695.3054071112426,transformer,0.46329123015975293,False,7.082327100099064,180.0776759000728,14
16,2,1341.9977271342634,347,472930.12011062185,exploration,0.44012666865176525,False,36.09340779995546,216.17152219999116,15
17,2,1341.9977271342634,954,2.7448219775668568e+20,exploration,0.41812033521917696,False,106.96455799997784,323.1364951999858,16
18,2,1341.9977271342634,260,36413.00833687662,transformer,0.3972143184582181,False,26.53323459997773,349.6702564000152,17
19,2,1341.9977271342634,455,32196736.20114286,exploration,0.37735360253530714,False,47.570161600015126,397.2408113999991,18
20,2,1341.9977271342634,711,22405946283965.78,exploration,0.35848592240854177,False,77.4747107999865,474.71597510005813,19
