iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,2855.7141005290846,1.409790115315597e+19,4.442285807534405e+19,2855.7141005290846,1.8542974120332578e+20,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,1327.5903612930183,8.811221323241321e+18,3.577639709554577e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,313.7418796999991,1483.3020947999976,0,53.51108988651726,554843301913735.8,303029243814833.44,227780.24175478867,2875321.570178818,2102868467403737.8,0.06596267319072521,0.25
1,1327.5903612930183,6.408160962357325e+18,3.0761540165142258e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,30.321489699999802,1513.6293919999953,1,0.0,1114.3988791178183,18540.28076091321,3335.0170290257624,5307.377537178378,310.5946958686388,0.003587952060692165,0.000999999913171765
2,1327.5903612930183,5.034983613280756e+18,2.7393678680306713e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,24.452726699993946,1538.0855631999948,2,0.0,287.2716274337501,19669.417191295688,2945.8413912978467,19360.151845797547,206.9175872767696,0.001388338377615127,0.0009999998771480791
3,1327.5903612930183,4.146457093290034e+18,2.4933349829816435e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,32.86044910000055,1570.9493757999953,3,0.0,4407.0790998134535,83932.76710283245,395.78676735526375,22099.404911019985,1294.4489020925298,0.003404598739011779,0.000999999995397867
4,1327.5903612930183,3.524488529296529e+18,2.303504427486486e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,37.56493920000503,1608.517972099995,4,0.0,1852.8598452638232,29197.46307227022,11235.57542920422,171833.5163637976,506.8583449456222,0.0036555772706594178,0.0009999999662137127
5,1327.5903612930183,3.064772634170895e+18,2.1513060303070704e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,21.599753099988448,1630.121367199994,5,0.0,7423.284480980621,48123.327298386655,2532.9341023294032,9481.022781353517,1728.256531850059,0.004295244568230397,0.0010000000060119264
6,1327.5903612930183,2.7111450225357916e+18,2.025756999256822e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,25.672423299998627,1655.7981056000062,6,0.0,6411.1663070450395,25387.77562183697,4816.328468970522,36022.593544959396,1455.8939307036276,0.004403594363431761,0.0010000000135276371
7,1327.5903612930183,2.4306817443424343e+18,1.9198929104686375e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,8.032657499992638,1663.8349311999991,7,0.0,932.5311146206183,18050.68998727896,4824.169201040858,114049.50400562049,275.7968268428841,0.003381224959190884,0.0009999998995643058
8,1327.5903612930183,2.202805330810331e+18,1.8290563175060603e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,14.152331200006302,1677.9916310000044,8,0.0,3208.7415721361417,16749.617041934212,3344.499629713158,56235.57603820787,736.7911773054286,0.004355021708901983,0.0009999999594842495
9,1327.5903612930183,2.013993445312303e+18,1.7499991630072218e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.0012358137973796227,19.88499619999493,1697.8806196000005,9,0.0,3237.1137746881673,1664.879379150577,2460.2267463478224,9540.3304234656,724.035704438877,0.004470931136127051,0.0009999995852081533
10,1327.5903612930183,1.8549939627876477e+18,1.6803780577038199e+19,1327.5903612930183,1.8542974120332578e+20,2,0.5,0.5,0.0,0.001,15.523576200008392,1713.4104731000043,10,0.0,7357.107746649068,38717.413569294076,1390.4323782942906,41156.5556714842,1890.3735921561045,0.004809639374881049,0.0012358138058222435
