T,fitness
733,80022882475852.44
811,1.1492868417684656e+16
133,3326.148729301191
355,645250.8920420225
777,1193468180589280.2
115,2855.7141005290846
452,27417223.615301654
940,9.516730534315953e+19
879,1.3482090338722819e+18
345,432828.34084
576,9367748904.359676
153,4353.948670364696
950,1.8542974120332578e+20
602,39522812309.62092
162,4901.93261000243
238,20893.009291554954
422,8344056.835533611
511,390031673.50916743
660,1073963513204.2397
285,70128.47847177848
2,1327.5903612930183
772,955553023227322.6
737,103727579588189.38
2,1327.5903612930183
2,1327.5903612930183
115,2855.7141005290846
127,3320.0280381784974
239,22226.072196372726
184,6967.953771858827
179,6996.644344835741
198,9193.567900910295
181,6746.260278602945
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
21,1618.6216326160645
2,1327.5903612930183
2,1327.5903612930183
17,1584.7537016655187
39,1680.401431880722
2,1327.5903612930183
32,1682.6867478868553
2,1327.5903612930183
6,1442.8590347065563
2,1327.5903612930183
9,1534.1747543951274
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
41,1761.7598571124686
2,1327.5903612930183
4,1379.1336669326022
2,1327.5903612930183
9,1534.1747543951274
3,1400.5353015176534
13,1562.3306641905403
21,1618.6216326160645
18,1581.241136047444
28,1597.7744643929493
15,1533.6329034440446
2,1327.5903612930183
12,1542.8583093929988
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
5,1414.6711514318808
2,1327.5903612930183
2,1327.5903612930183
26,1602.939926369232
2,1327.5903612930183
15,1533.6329034440446
2,1327.5903612930183
2,1327.5903612930183
19,1581.277669458205
33,1694.5284038236407
69,1931.8786973791932
49,1808.8822308871881
6,1442.8590347065563
35,1685.531714265382
48,1870.3269863430512
4,1379.1336669326022
5,1414.6711514318808
2,1327.5903612930183
2,1327.5903612930183
16,1542.3366306086505
41,1761.7598571124686
6,1442.8590347065563
6,1442.8590347065563
2,1327.5903612930183
6,1442.8590347065563
52,1795.302073357622
3,1400.5353015176534
20,1590.099176213002
2,1327.5903612930183
17,1584.7537016655187
2,1327.5903612930183
2,1327.5903612930183
11,1523.961226801544
2,1327.5903612930183
48,1870.3269863430512
31,1648.3755768164742
6,1442.8590347065563
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
20,1590.099176213002
2,1327.5903612930183
2,1327.5903612930183
59,1841.0132463959812
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
5,1414.6711514318808
14,1574.9195274299998
2,1327.5903612930183
39,1680.401431880722
3,1400.5353015176534
2,1327.5903612930183
2,1327.5903612930183
2,1327.5903612930183
5,1414.6711514318808
45,1832.4400321551918
2,1327.5903612930183
2,1327.5903612930183
6,1442.8590347065563
2,1327.5903612930183
40,1710.1310532598452
2,1327.5903612930183
9,1534.1747543951274
2,1327.5903612930183
2,1327.5903612930183
15,1533.6329034440446
25,1614.9347496614444
39,1680.401431880722
7,1467.1727346304742
2,1327.5903612930183
6,1442.8590347065563
56,1827.1877173110008
2,1327.5903612930183
33,1694.5284038236407
2,1327.5903612930183
28,1597.7744643929493
2,1327.5903612930183
5,1414.6711514318808
2,1327.5903612930183
34,1646.0963529361652
2,1327.5903612930183
2,1327.5903612930183
7,1467.1727346304742
2,1327.5903612930183
