iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,step_time,cum_time,no_improvement_count,relative_change_pct
-1,2843.583033051245,1.3360382838826222e+19,4.179630528973164e+19,2843.583033051245,1.7269056765562333e+20,115,0.008695652173913044,0.008695652173913044,0.0,0.0,0,0.0
0,2843.583033051245,25437196.61155844,86364132.84521146,2843.583033051245,389422349.37093925,115,0.008695652173913044,0.008695652173913044,220.26046130002942,1304.4234262000537,1,0.0
1,2435.567461496422,4298.052232383974,4737.59459244657,2435.567461496422,24816.781347197306,99,0.010101010101010102,0.010101010101010102,66.98970560007729,1371.4168211000506,0,14.348642779634638
2,2316.4440642935238,2786.5725549261088,174.7305349930322,2316.4440642935238,2947.2054647448745,97,0.010309278350515464,0.010309278350515464,50.65945530007593,1422.0785290000495,0,4.890991487039666
3,2311.9216163002857,2626.581437605878,211.72054384769643,2311.9216163002857,2940.7509781339386,98,0.01020408163265306,0.01020408163265306,36.89978959993459,1458.9803367999848,0,0.19523234180132662
4,2296.251281722587,2392.4178676104143,53.83359937935349,2296.251281722587,2435.567461496422,94,0.010638297872340425,0.010638297872340425,35.67716520000249,1494.659699199954,0,0.677805617076912
5,1884.7618856901643,2385.874400438153,322.567780145691,1884.7618856901643,3260.3251519867176,62,0.016129032258064516,0.016129032258064516,17.621804900001734,1512.283629899961,0,17.920050793558374
6,1652.592283930571,2208.487917894336,323.46411087982017,1652.592283930571,3260.3251519867176,34,0.029411764705882353,0.029411764705882353,16.153042000019923,1528.4391092000296,0,12.3182457965812
7,1652.592283930571,1946.503029579818,258.5467293337946,1652.592283930571,2400.4209782003613,34,0.029411764705882353,0.029411764705882353,32.85274160001427,1561.294107099995,1,0.0
8,1600.7917208996225,1683.9372520206066,72.0642311176625,1600.7917208996225,1884.7618856901643,30,0.03333333333333333,0.03333333333333333,22.58417210006155,1583.8805065000197,0,3.1345035030506523
9,1600.7917208996225,1643.3661689435044,19.11413365566153,1600.7917208996225,1654.395445384199,30,0.03333333333333333,0.03333333333333333,7.098032200010493,1590.9806411999743,1,0.0
10,1358.7797589850552,1634.715819209265,122.23491597341238,1358.7797589850552,1907.7501028275358,2,0.5,0.5,27.059813300031237,1618.0427171000047,0,15.118266714832835
11,1358.7797589850552,1515.36154404743,152.1669866646208,1358.7797589850552,1884.7618856901643,2,0.5,0.5,6.8482269999803975,1624.893360099988,1,0.0
12,1358.7797589850552,1401.6166853750503,88.42662086356431,1358.7797589850552,1616.378861125281,2,0.5,0.5,5.697663599974476,1630.5933721000329,2,0.0
13,1358.7797589850552,1359.0706615066197,0.8727075646925414,1358.7797589850552,1361.688784200697,2,0.5,0.5,0.0003228000132367015,1630.5962991999695,3,0.0
14,1358.7797589850552,1358.7797589850554,2.2737367544323206e-13,1358.7797589850552,1358.7797589850552,2,0.5,0.5,0.0004867999814450741,1630.5988856999902,4,0.0
15,1358.7797589850552,1358.9252102458374,0.6340073469597122,1358.7797589850552,1361.688784200697,2,0.5,0.5,0.00030990003142505884,1630.6014442000305,5,0.0
16,1358.7797589850552,1370.6783076109868,35.69564587779455,1358.7797589850552,1477.7652452443704,2,0.5,0.5,5.688717199955136,1636.2921006999677,6,0.0
17,1358.7797589850552,1368.3277943481057,29.25136593609499,1358.7797589850552,1477.7652452443704,2,0.5,0.5,6.024467600043863,1642.3187547000125,7,0.0
18,1358.7797589850552,1364.0926391697244,22.499841314930638,1358.7797589850552,1462.128337462792,2,0.5,0.5,5.540611700038426,1647.8615012000082,8,0.0
19,1358.7797589850552,1364.729033298021,25.932285517620112,1358.7797589850552,1477.7652452443704,2,0.5,0.5,0.00045430008322000504,1647.8642301000655,9,0.0
