iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,9975.494413404804,3.734459506662912e+43,1.394911153930523e+44,9975.494413404804,6.362429955178686e+44,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,2176.7476723799523,2.3340371916643207e+43,1.1174958981008824e+44,2176.7476723799523,6.362429955178686e+44,2,0.5,0.5,0.0,0.001,327.88999269999476,1415.8053004999965,0,78.17904975762508,4.265112842001202e+28,1.7869844313589047e+28,1452958.6127562923,5222528.614116829,1.5727303075229807e+29,0.06779790568032402,0.25
1,2167.3620108146356,1.6974815939376879e+43,9.586560769853742e+43,2167.3620108146356,6.362429955178686e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,41.414536500000395,1457.2276330999957,0,0.43117820611035085,11753.150442131044,170190.731044874,14202.141304337496,190242.50776147612,3131.035743552088,0.003753757990881263,0.0010000000009383388
2,2167.3620108146356,1.3337355380938976e+43,8.526075951859899e+43,2167.3620108146356,6.362429955178686e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.0021323433132800712,12.640162299998337,1469.8733782999989,1,0.0,0.0,0.0,5287.816797009177,26551.11827043702,0.001,0.0,0.0
3,2167.3620108146356,1.0983704431361509e+43,7.753975841647036e+43,2167.3620108146356,6.362429955178686e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,10.182280099994387,1480.0611723999973,2,0.0,4.3550904327025455,912.9709520322418,1050.495654710554,29090.467789113114,19.519543285162932,0.0004757564161454818,0.002132283487493005
4,2159.4639001909204,9.336148766657283e+42,7.159562723923106e+43,2159.4639001909204,6.362429955178686e+44,5,0.2,0.2,0.0,0.001,34.27976100000524,1514.346635199996,0,0.3644112328399887,1158.912187194115,27477.276999789658,27974.476225836275,404376.63617853343,377.69646484101247,0.003068369166895072,0.0009999999518213072
5,2159.4639001909204,8.118390231875898e+42,6.683726514987246e+43,2159.4639001909204,6.362429955178686e+44,5,0.2,0.2,0.0,0.001,37.09585170000355,1551.4482912999956,1,0.0,32884.80357257183,783416.4783853738,8612.655775939424,57007.70858353387,10744.542515438232,0.0030606052817317153,0.0010000000000594067
6,2159.4639001909204,7.181652897428678e+42,6.291660251555956e+43,2159.4639001909204,6.362429955178686e+44,5,0.2,0.2,0.0,0.006595977505032362,24.155530500000168,1575.6093255000014,2,0.0,41719.71299044256,785116.9693280208,614.5579457351371,42419.12242509541,12192.967580542225,0.0034216209232759277,0.001000000000052237
7,2159.4639001909204,6.438723287349851e+42,5.961361008160306e+43,2159.4639001909204,6.362429955178686e+44,5,0.2,0.2,0.0,0.001,24.188401300001715,1599.8031429999974,3,0.0,572.0543403910152,17073.083763831364,27658.89864400807,362810.13454074855,1173.076977093945,0.0032165472808021174,0.006595977340361874
8,2159.4639001909204,5.835092979160802e+42,5.678149025789212e+43,2159.4639001909204,6.362429955178686e+44,5,0.2,0.2,0.0,0.001,8.966921600003843,1608.7758638999949,4,0.0,0.0,0.0,9108.276549462737,98326.09794695367,0.001,0.0,0.0
