T,fitness
733,2.0847704032798497e+29
811,3.725808888727097e+34
133,16776.090379483834
355,4413282199.831941
777,1.4007534886374259e+32
115,9975.494413404804
452,38691715826529.36
940,1.1064651704644811e+44
879,2.3887308673270714e+39
345,2158351184.7405677
576,5.840159055788238e+19
153,31007.48066626602
950,6.362429955178686e+44
602,1.6743387057850994e+21
162,37043.077067958606
238,1402999.2742888846
422,2041674134082.1516
511,2.3402905513782776e+16
660,4.271692087980549e+24
285,25619007.97258592
