iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2598.725847548679,115,2598.725847548679,initial,1.0,True,0.0005520000122487545,0.0005535000236704946,0
1,115,2598.725847548679,501,6686000.96927171,exploration,0.95,False,52.370129699935205,52.370687199989334,1
2,115,2598.725847548679,312,41027.484523542335,exploration,0.9025,False,31.48446059995331,83.85621340002399,2
3,115,2598.725847548679,123,2701.9101857551605,transformer,0.8573749999999999,False,4.309997893869877e-05,83.85668560001068,3
4,115,2598.725847548679,193,5662.084332429979,transformer,0.8145062499999999,False,20.197154300054535,104.05417330004275,4
5,115,2598.725847548679,122,2666.140474973366,exploration,0.7737809374999999,False,14.161158700007945,118.21566530002747,5
6,2,1850.5327699934462,2,1850.5327699934462,transformer,0.7350918906249998,True,4.621640799916349,122.83764629997313,0
7,2,1850.5327699934462,2,1850.5327699934462,transformer,0.6983372960937497,False,3.999995533376932e-05,122.83806330000516,1
8,2,1850.5327699934462,816,1572774884754.4763,exploration,0.6634204312890623,False,90.43651739996858,213.27505799999926,2
9,2,1850.5327699934462,2,1850.5327699934462,transformer,0.6302494097246091,False,4.329998046159744e-05,213.2755842000479,3
10,2,1850.5327699934462,870,18211545697632.9,exploration,0.5987369392383786,False,94.28312050004024,307.5591539000161,4
11,2,1850.5327699934462,2,1850.5327699934462,transformer,0.5688000922764596,False,6.229989230632782e-05,307.5598200999666,5
12,2,1850.5327699934462,419,578871.662892077,exploration,0.5403600876626365,False,41.88810499990359,349.4482898999704,6
13,2,1850.5327699934462,60,1911.8077097907683,exploration,0.5133420832795047,False,1.759990118443966e-05,349.4487333999714,7
14,2,1850.5327699934462,89,2148.4557393002337,transformer,0.48767497911552943,False,3.0800001695752144e-05,349.4490377000766,8
15,2,1850.5327699934462,2,1850.5327699934462,transformer,0.46329123015975293,False,1.910002902150154e-05,349.4495707000606,9
16,2,1850.5327699934462,120,2660.1558181085243,transformer,0.44012666865176525,False,12.369008700014092,361.8191878000507,10
17,2,1850.5327699934462,93,2223.2089021796824,exploration,0.41812033521917696,False,1.400010660290718e-05,361.8195889000781,11
18,2,1850.5327699934462,338,80439.49757351274,exploration,0.3972143184582181,False,32.79444440000225,394.6143826000625,12
19,2,1850.5327699934462,282,23177.241150729198,transformer,0.37735360253530714,False,27.987984400009736,422.60278690000996,13
20,2,1850.5327699934462,2,1850.5327699934462,transformer,0.35848592240854177,False,3.820005804300308e-05,422.60323740006424,14
