T,fitness
733,2.1882157016588697e+29
811,3.254429844991139e+34
133,15406.998734285904
355,4696454748.924371
777,1.4293985285017178e+32
115,9966.3987350961
452,42051948923400.12
940,1.0526321926428186e+44
879,2.6871920252573357e+39
345,1998759223.1978886
576,6.287289224874389e+19
153,28551.952999781377
950,6.91452068587036e+44
602,1.683167653258488e+21
162,44593.05281149726
238,1395246.411026637
422,2028595022101.9792
511,2.3969308281591604e+16
660,4.4604719328133534e+24
285,25661089.79080034
