iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,9966.3987350961,3.983589875380153e+43,1.512362939078993e+44,9966.3987350961,6.91452068587036e+44,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,2172.4016717396894,2.489743672112597e+43,1.2110817389855356e+44,2172.4016717396894,6.91452068587036e+44,2,0.5,0.5,0.0,0.001,217.2180376000033,1369.696824300001,0,78.20274173769806,2.0767200934333558e+29,9.372311044451546e+28,99128615.8632907,3396376014.6191154,7.707113265151747e+29,0.06736374638554331,0.25
1,2153.8596737516223,1.8107226706273432e+43,1.0387491992062636e+44,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,17.35496370000328,1387.0602141999989,0,0.8535253047019815,1758.6997880930842,16675.6057688985,234.19015723393565,31711.639947586846,427.15380897444584,0.004117251798068654,0.000999999929805041
2,2153.8596737516223,1.4227106697786268e+43,9.23745594278051e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.0010156376047890385,58.66276990000188,1445.7285742000022,1,0.0,45156.0013094803,637422.1811986611,5545.495933533064,769.3417637857085,11940.893850701603,0.0037816265577797835,0.001000000000065699
3,2153.8596737516223,1.1716440809941632e+43,8.400381727086239e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,33.19676520000212,1478.9300774000003,2,0.0,15409.04371510711,23599.68435609901,421.713801323138,10362.536808084289,3480.6822159442354,0.004496246218389832,0.0010156376109713846
4,2153.8596737516223,9.958974688450388e+42,7.756060649121245e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,22.883817299996736,1501.8195311000018,3,0.0,898.6191697424813,36204.384492838486,4896.560496540435,12203.54184633291,414.0675911263375,0.0021702233861780273,0.0009999999666466563
5,2153.8596737516223,8.659977989956859e+42,7.240336501023059e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.0014359412864458768,4.8984083000032115,1506.7236144999988,4,0.0,3412.1811947096417,32117.76361444732,2333.2092994704353,15179.134805362928,827.8344766480254,0.00412181576259622,0.0009999999811945044
6,2153.8596737516223,7.660749760346452e+42,6.815443799067425e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.005400925740372477,26.770412400001078,1533.499415899998,5,0.0,889.6065388015221,14640.626173893163,10253.820957791593,25562.450525740103,317.8326055015519,0.0040191683785913285,0.001435941132151563
7,2153.8596737516223,6.868258405827854e+42,6.457515292684862e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,22.141892100000405,1555.6476429999966,6,0.0,1000.0978148836735,18888.442456814962,48061.29536400558,1564207.5835910281,1144.9048749807012,0.0047178190514206445,0.005400925615496867
8,2153.8596737516223,6.224359180281493e+42,6.150630364341557e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.001,27.218476400004874,1582.8717401999966,7,0.0,13644.77650984712,65392.523941490304,53133.5294874612,1440717.562994608,3120.369787203374,0.004372807532543282,0.00100000000245047
9,2153.8596737516223,5.690842679114508e+42,5.883708207746275e+43,2153.8596737516223,6.91452068587036e+44,3,0.3333333333333333,0.3333333333333333,0.0,0.0013421286368202592,0.00046690000453963876,1582.8777956999984,8,0.0,1865.7260443245352,39977.143335597335,10695.456718991434,12745.246852494542,577.8110616965286,0.0032289552207848547,0.0009999999783541374
