iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,9583.152346625378,3.516733461113016e+43,1.3320903167235616e+44,9583.152346625378,6.088502444932736e+44,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,2217.4871200165826,2.1979584131958555e+43,1.0667832533180016e+44,2217.4871200165826,6.088502444932736e+44,2,0.5,0.5,0.0,0.001,263.6335848000017,1246.7776378999988,0,76.86056696367297,3.71672440935198e+31,2.067218329909145e+31,16189140.969154133,290835859.6032215,1.41203473307983e+32,0.06580440838812308,0.25
1,2137.3116055573764,1.5985152095969857e+43,9.15007013141756e+43,2137.3116055573764,6.088502444932736e+44,6,0.16666666666666666,0.16666666666666666,0.0,0.007298931443231387,30.442317699998966,1277.2285647999997,0,3.615602261473636,1115.3622685446503,18556.308693810723,10507.024001742766,43149.1822036569,310.8632026408851,0.003587952060692297,0.0009999999133216949
2,2137.3116055573764,1.2559762361119173e+43,8.137148977978399e+43,2137.3116055573764,6.088502444932736e+44,6,0.16666666666666666,0.16666666666666666,0.0,0.002051493745192999,17.52929800000129,1294.7632550999988,1,0.0,149.9285256669138,3797.863344583946,8910.534334441818,17522.17632354044,291.62515983047405,0.0037524815445491035,0.007298928148150837
3,2137.3116055573764,1.0343333709156967e+43,7.399848978028386e+43,2137.3116055573764,6.088502444932736e+44,6,0.16666666666666666,0.16666666666666666,0.0,0.001,23.850600899997517,1318.619536099999,2,0.0,6568.765540383527,64282.77714314891,33.85829577510065,41646.65135837529,2482.9628334195663,0.0054272988859534535,0.002051493738766327
4,2137.3116055573764,8.791833652783422e+42,6.83231333203204e+43,2137.3116055573764,6.088502444932736e+44,6,0.16666666666666666,0.16666666666666666,0.0,0.001,35.971668500002124,1354.5960678999982,3,0.0,2237.2763074876343,25524.63068139648,39637.89109593525,626200.9290301008,561.6257149099227,0.003983571706303776,0.0009999999651208434
5,2137.306919580723,7.645072741550802e+42,6.378041595210701e+43,2137.306919580723,6.088502444932736e+44,4,0.25,0.25,0.0,0.0011886135504735565,38.42062959999748,1393.0219894000038,0,0.0002192463018170329,13424.818461053077,129283.2854004638,7348.3858526611,7933.683087899225,3268.4544416102403,0.00410739041979674,0.0010000000011833124
6,2137.306919580723,6.762948963679555e+42,6.003773277245388e+43,2137.306919580723,6.088502444932736e+44,4,0.25,0.25,0.0,0.001,26.701212200001464,1419.7287816000025,1,0.0,14917.435113118874,155095.6888321988,11872.413675786162,26978.199231930103,4077.2124807466384,0.004348820572253482,0.0011886135514134213
7,2137.306919580723,6.06333355364374e+42,5.688487506206948e+43,2137.306919580723,6.088502444932736e+44,4,0.25,0.25,0.0,0.001,9.072926900000311,1428.8070616999976,2,0.0,842.9639141706177,16316.967923743121,16563.450185897964,269149.39715640683,249.3072553040102,0.0033812249591728834,0.0009999998770873289
8,2137.306919580723,5.494896032989639e+42,5.418161977220175e+43,2137.306919580723,6.088502444932736e+44,4,0.25,0.25,0.0,0.001,8.154159599995182,1436.9669845000026,3,0.0,7602.87828843329,14876.838190292992,7274.058802168622,21836.169915247243,1706.5605312354633,0.004455088553398479,0.0010000000196945058
