iteration,run_0_best_perplexity,run_0_T_best,run_0_step_time,run_1_best_perplexity,run_1_T_best,run_1_step_time,run_2_best_perplexity,run_2_T_best,run_2_step_time,run_3_best_perplexity,run_3_T_best,run_3_step_time,run_4_best_perplexity,run_4_T_best,run_4_step_time,run_5_best_perplexity,run_5_T_best,run_5_step_time,run_6_best_perplexity,run_6_T_best,run_6_step_time,run_7_best_perplexity,run_7_T_best,run_7_step_time,run_8_best_perplexity,run_8_T_best,run_8_step_time,run_9_best_perplexity,run_9_T_best,run_9_step_time
0,9953.489646362124,115,0.0004505000542849,10211.298566857342,115,0.0005948999896645,9583.152346625378,115,0.000273699988611,10731.573022387493,115,0.0004048000555485,9975.494413404804,115,0.0003441999433562,10413.79982140497,115,0.0004431999986991,9673.17708114106,115,0.0002851999597623,10234.050079734332,115,0.0004005000228062,11155.006910088456,115,0.0004185999277979,9966.3987350961,115,0.0004096999764442
1,9953.489646362124,115,21.891619200003333,10211.298566857342,115,61.07003859989345,2328.748467664459,13,3.616381400031969,10731.573022387493,115,37.919985500047915,9975.494413404804,115,26.04984510003123,2134.7602765168094,2,4.429998807609081e-05,2259.092289527277,2,3.4400029107928276e-05,10234.050079734332,115,31.37425330001861,2185.4059981328724,2,4.569999873638153e-05,9966.3987350961,115,38.24352000001818
2,6425.0213225494435,92,3.809994086623192e-05,10211.298566857342,115,4.9600028432905674e-05,2328.748467664459,13,30.765624499996193,10731.573022387493,115,23.50233789999038,9975.494413404804,115,2.2900057956576347e-05,2134.7602765168094,2,44.397957999957725,2259.092289527277,2,2.9499991796910763e-05,2211.0743394849474,2,4.8600020818412304e-05,2185.4059981328724,2,2.5099958293139935e-05,3328.183927568331,46,5.644306699978188
3,6425.0213225494435,92,61.62609770009294,2118.457663127479,2,3.9100064896047115e-05,2328.748467664459,13,17.84814879996702,10731.573022387493,115,4.7200010158121586e-05,9975.494413404804,115,38.830074200057425,2134.7602765168094,2,33.109518000041135,2259.092289527277,2,1.4699995517730711e-05,2211.0743394849474,2,2.389994915574789e-05,2185.4059981328724,2,1.95999164134264e-05,3328.183927568331,46,11.693802499910817
4,6425.0213225494435,92,59.118093400029466,2118.457663127479,2,5.907561399973929,2328.748467664459,13,1.6600009985268116e-05,10731.573022387493,115,14.99121040001046,9975.494413404804,115,28.963735800003633,2134.7602765168094,2,25.803184299962595,2259.092289527277,2,57.57979909994174,2211.0743394849474,2,15.25587610004004,2185.4059981328724,2,23.82499069999903,3328.183927568331,46,37.45540809992235
5,6425.0213225494435,92,21.45811339991633,2118.457663127479,2,3.350002225488424e-05,2249.208376542892,11,3.627256100066006,10731.573022387493,115,10.406844199984334,2176.7476723799523,2,4.109996370971203e-05,2134.7602765168094,2,31.924916799995117,2259.092289527277,2,22.99301450001076,2211.0743394849474,2,49.08361450000666,2185.4059981328724,2,42.83778850000817,2172.4016717396894,2,3.23000131174922e-05
6,6425.0213225494435,92,41.14850370003842,2118.457663127479,2,24.48129400005564,2249.208376542892,11,61.5992799999658,2177.1719722198573,2,3.459991421550512e-05,2176.7476723799523,2,65.73568120005075,2134.7602765168094,2,3.8100057281553745e-05,2259.092289527277,2,3.0800001695752144e-05,2211.0743394849474,2,56.597890999983065,2185.4059981328724,2,2.2900057956576347e-05,2172.4016717396894,2,12.542979400022888
7,6425.0213225494435,92,17.07615890004672,2118.457663127479,2,3.9856597000034526,2249.208376542892,11,36.515328599954955,2177.1719722198573,2,1.719989813864231e-05,2176.7476723799523,2,6.509991362690926e-05,2134.7602765168094,2,82.40908779995516,2259.092289527277,2,23.406550600077026,2211.0743394849474,2,42.60173130000476,2185.4059981328724,2,2.889998722821474e-05,2172.4016717396894,2,3.350002225488424e-05
8,6425.0213225494435,92,46.546320200082846,2118.457663127479,2,3.860006108880043e-05,2217.4871200165826,2,3.799994010478258e-05,2177.1719722198573,2,65.10048910009209,2176.7476723799523,2,2.450007013976574e-05,2134.7602765168094,2,52.0172114999732,2259.092289527277,2,38.37726149999071,2211.0743394849474,2,3.320001997053623e-05,2185.4059981328724,2,31.411371599999256,2172.4016717396894,2,1.4899997040629389e-05
9,6425.0213225494435,92,15.66208739997819,2118.457663127479,2,48.275256099994294,2217.4871200165826,2,1.869990956038237e-05,2177.1719722198573,2,4.170008469372988e-05,2176.7476723799523,2,1.9600032828748223e-05,2134.7602765168094,2,5.72999706491828e-05,2259.092289527277,2,3.909994848072529e-05,2211.0743394849474,2,27.696385200018995,2185.4059981328724,2,1.5700003132224083e-05,2172.4016717396894,2,2.3799948394298553e-05
10,6425.0213225494435,92,3.790005575865507e-05,2118.457663127479,2,30.319404900074005,2217.4871200165826,2,1.580000389367342e-05,2177.1719722198573,2,68.60240189998876,2176.7476723799523,2,1.880002673715353e-05,2134.7602765168094,2,19.44536880007945,2259.092289527277,2,17.098119399975985,2211.0743394849474,2,3.599992487579584e-05,2185.4059981328724,2,2.44000693783164e-05,2172.4016717396894,2,2.6499968953430653e-05
11,4029.091321489173,63,2.610008232295513e-05,2118.457663127479,2,3.530003596097231e-05,2217.4871200165826,2,43.69224500004202,2177.1719722198573,2,6.170000415295362e-05,2176.7476723799523,2,1.8000020645558834e-05,2134.7602765168094,2,3.680004738271237e-05,2259.092289527277,2,1.610000617802143e-05,2211.0743394849474,2,2.1099927835166454e-05,2185.4059981328724,2,1.920002978295088e-05,2172.4016717396894,2,1.7000013031065464e-05
12,4029.091321489173,63,40.11290429998189,2118.457663127479,2,71.68312009994406,2217.4871200165826,2,39.38624919997528,2177.1719722198573,2,31.46649969997816,2176.7476723799523,2,24.98451700003352,2134.7602765168094,2,40.65340940002352,2259.092289527277,2,37.79508559999522,2211.0743394849474,2,11.44335299998056,2185.4059981328724,2,23.74062140006572,2172.4016717396894,2,1.780001912266016e-05
13,4029.091321489173,63,23.788047600071877,2118.457663127479,2,3.830005880445242e-05,2217.4871200165826,2,1.580000389367342e-05,2177.1719722198573,2,1.449999399483204e-05,2176.7476723799523,2,3.930006641894579e-05,2134.7602765168094,2,4.0400074794888496e-05,2259.092289527277,2,16.283094799960963,2211.0743394849474,2,3.5800039768218994e-05,2185.4059981328724,2,3.1800009310245514e-05,2172.4016717396894,2,1.6900012269616127e-05
14,2192.8603705018736,2,3.729993477463722e-05,2118.457663127479,2,12.716780800023116,2217.4871200165826,2,24.223335499991663,2177.1719722198573,2,3.620004281401634e-05,2176.7476723799523,2,3.799994010478258e-05,2134.7602765168094,2,29.36161339993123,2259.092289527277,2,41.58853939990513,2211.0743394849474,2,30.33345839998219,2185.4059981328724,2,2.180004958063364e-05,2172.4016717396894,2,1.7600017599761486e-05
15,2192.8603705018736,2,17.079611400025897,2118.457663127479,2,15.406191800022498,2217.4871200165826,2,48.64287409989629,2177.1719722198573,2,2.329994458705187e-05,2176.7476723799523,2,40.91815460007638,2134.7602765168094,2,3.550003748387098e-05,2259.092289527277,2,1.6200006939470768e-05,2211.0743394849474,2,45.669547399971634,2185.4059981328724,2,5.3609561999328434,2172.4016717396894,2,16.744626399944536
16,2192.8603705018736,2,19.301879399921745,2118.457663127479,2,5.7399971410632133e-05,2217.4871200165826,2,3.42000275850296e-05,2177.1719722198573,2,10.322916300036011,2176.7476723799523,2,40.3800788000226,2134.7602765168094,2,25.19018519995734,2259.092289527277,2,36.97029110009316,2211.0743394849474,2,30.079591499990784,2185.4059981328724,2,25.244071399909444,2172.4016717396894,2,3.6199926398694515e-05
17,2192.8603705018736,2,28.890467200079,2118.457663127479,2,1.850002445280552e-05,2217.4871200165826,2,30.061262500006706,2177.1719722198573,2,1.3499986380338669e-05,2176.7476723799523,2,5.539995618164539e-05,2134.7602765168094,2,3.6199926398694515e-05,2259.092289527277,2,4.979991354048252e-05,2211.0743394849474,2,5.150004290044308e-05,2185.4059981328724,2,73.05683589994442,2172.4016717396894,2,1.680001150816679e-05
18,2192.8603705018736,2,69.18960040004458,2118.457663127479,2,2.2300053387880325e-05,2217.4871200165826,2,36.793909700005315,2177.1719722198573,2,25.00768560008146,2176.7476723799523,2,47.90295709995553,2134.7602765168094,2,71.47333840001374,2259.092289527277,2,3.780250999960117,2211.0743394849474,2,59.1545811999822,2185.4059981328724,2,19.21413440001197,2172.4016717396894,2,2.6099965907633305e-05
19,2192.8603705018736,2,4.409998655319214e-05,2118.457663127479,2,78.60406230005901,2217.4871200165826,2,3.559992182999849e-05,2177.1719722198573,2,21.14669839991257,2176.7476723799523,2,4.0400074794888496e-05,2134.7602765168094,2,5.64999645575881e-05,2259.092289527277,2,51.934014300000854,2211.0743394849474,2,6.170000415295362e-05,2185.4059981328724,2,33.22605340008158,2172.4016717396894,2,2.4099950678646564e-05
