iteration,run_0_best_perplexity,run_0_T_best,run_0_step_time,run_1_best_perplexity,run_1_T_best,run_1_step_time,run_2_best_perplexity,run_2_T_best,run_2_step_time,run_3_best_perplexity,run_3_T_best,run_3_step_time,run_4_best_perplexity,run_4_T_best,run_4_step_time,run_5_best_perplexity,run_5_T_best,run_5_step_time,run_6_best_perplexity,run_6_T_best,run_6_step_time,run_7_best_perplexity,run_7_T_best,run_7_step_time,run_8_best_perplexity,run_8_T_best,run_8_step_time,run_9_best_perplexity,run_9_T_best,run_9_step_time
0,9953.489646362124,115,0.0,10211.298566857342,115,0.0,9583.152346625378,115,0.0,10731.573022387493,115,0.0,9975.494413404804,115,0.0,10413.79982140497,115,0.0,9673.17708114106,115,0.0,10234.050079734332,115,0.0,11155.006910088456,115,0.0,9966.3987350961,115,0.0
1,7035.297134648645,98,289.10423759999685,7620.241313302012,104,212.6505487000104,7325.53074618497,101,242.8244272999,10731.573022387493,115,149.64485560008325,9975.494413404804,115,339.26398559997324,10413.79982140497,115,347.09288470004685,7550.107371941414,102,270.30534510000143,10234.050079734332,115,262.9975753000472,11155.006910088456,115,182.06469359993935,9966.3987350961,115,152.57288839993998
2,6766.486318655849,94,83.55664500000421,7127.898636447436,102,76.31122459995095,7105.714916679767,98,67.09964799997397,7559.892533232771,101,76.42513450002298,9975.494413404804,115,46.786911400035024,7453.580404082076,101,103.35662790003698,7232.773999149103,98,110.3172956999624,7266.46708258844,99,103.029444099986,11155.006910088456,115,68.02144779998343,7569.55394593936,99,48.93202880001627
3,4325.8638742846015,66,66.57935990008991,7127.898636447436,102,0.0004206000594422,6471.645233007294,93,68.89948329993058,7032.090661889086,98,19.762130499933846,9975.494413404804,115,79.1245541999815,6955.875709057193,98,39.83658560004551,6448.277232980705,95,26.417794900014997,5887.8857240363795,95,29.918580600060523,6125.301615810576,91,47.18864800001029,6751.853712746759,97,37.56376289995387
4,3858.793064837381,64,32.253236799966544,7127.898636447436,102,29.427987899980508,3917.098347956769,66,17.18218490004074,7032.090661889086,98,0.0002552999649196,7413.514302232245,101,40.830099600018,6955.875709057193,98,0.0003691000165417,4537.659699975293,74,27.33662529999856,4282.1227468933075,69,57.2741917000385,4206.053174496226,64,52.998225199989974,6751.853712746759,97,27.16410660010297
5,3541.935091019007,59,23.84704070002772,7127.898636447436,102,0.0003505999920889,3809.203353813904,64,14.245296000037342,7032.090661889086,98,18.806322399992496,7413.514302232245,101,0.0005288000684231,6578.448245608447,95,17.822029099916108,3849.7262388955314,65,34.89257740008179,4282.1227468933075,69,31.001805300009437,3742.7427206320513,62,28.21264419995714,6252.814777515579,94,26.104688599938527
6,2962.2531668889055,34,34.5317716000136,6988.951683957404,97,19.097588400007226,3809.203353813904,64,16.14018300001044,7032.090661889086,98,0.0003375000087544,7413.514302232245,101,0.0002236999571323,4159.412019036311,66,16.365610599983484,3702.8482308168873,62,24.948234500014223,4232.988816194617,64,20.656898199929856,2799.0767505777653,32,46.81856030004565,3908.5278328061986,62,21.833707400015555
7,2785.519346839168,32,33.40746059990488,6988.951683957404,97,9.472847900004126,3755.350439819851,61,21.081499099964276,7007.222890710099,97,18.516822100034915,6572.671861179895,97,28.01446560001932,4159.412019036311,66,30.792282499955036,2767.5364485752607,33,27.27395270008128,4113.718855131038,65,20.5689406999154,2185.4059981328724,2,23.594492899952456,2729.800298185899,33,18.95380010001827
8,2785.519346839168,32,10.712806400028056,6988.951683957404,97,0.000401800032705,2700.137610328811,32,11.656800800003111,7007.222890710099,97,0.0005509000038728,6572.671861179895,97,0.0004493999294936,4092.709429981654,67,34.308732800069265,2767.5364485752607,33,29.239353099954315,4037.930149948553,63,6.296523199998774,2185.4059981328724,2,6.342738699982874,2729.800298185899,33,23.92417390004266
9,2744.420648334762,31,15.444634199957363,6190.693834190355,93,9.094542999984697,2700.137610328811,32,6.430164500023238,6268.892413274612,93,27.3037266000174,6389.938876520264,93,17.864944000029936,4092.709429981654,67,14.168018799973652,2767.5364485752607,33,10.589358999975955,2862.0761978936735,33,11.357515800045803,2185.4059981328724,2,25.767590199946422,2729.800298185899,33,10.397851399960928
