individual_id,T,alpha,eta,fitness
0,2,0.5,0.5,2193.0700850651906
1,21,0.047619047619047616,0.047619047619047616,2532.81741895085
2,21,0.047619047619047616,0.047619047619047616,2532.81741895085
3,19,0.05263157894736842,0.05263157894736842,2601.1135235688953
4,19,0.05263157894736842,0.05263157894736842,2601.1135235688953
5,17,0.058823529411764705,0.058823529411764705,2499.6091110208417
6,19,0.05263157894736842,0.05263157894736842,2601.1135235688953
7,31,0.03225806451612903,0.03225806451612903,2777.1213245079243
8,17,0.058823529411764705,0.058823529411764705,2499.6091110208417
9,19,0.05263157894736842,0.05263157894736842,2601.1135235688953
10,31,0.03225806451612903,0.03225806451612903,2777.1213245079243
11,33,0.030303030303030304,0.030303030303030304,2864.662373960082
12,33,0.030303030303030304,0.030303030303030304,2864.662373960082
13,19,0.05263157894736842,0.05263157894736842,2601.1135235688953
14,19,0.05263157894736842,0.05263157894736842,2601.1135235688953
15,21,0.047619047619047616,0.047619047619047616,2532.81741895085
16,21,0.047619047619047616,0.047619047619047616,2532.81741895085
17,2,0.5,0.5,2193.0700850651906
18,26,0.038461538461538464,0.038461538461538464,2632.046820810257
19,2,0.5,0.5,2193.0700850651906
