iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,11155.006910088456,115,11155.006910088456,initial,1.0,True,0.00041859992779791355,0.0004197999369353056,0
1,2,2185.4059981328724,2,2185.4059981328724,transformer,0.95,True,4.569999873638153e-05,0.00046849995851516724,0
2,2,2185.4059981328724,106,7629.238866906472,transformer,0.9025,False,2.5099958293139935e-05,0.0010031999554485083,1
3,2,2185.4059981328724,2,2185.4059981328724,transformer,0.8573749999999999,False,1.95999164134264e-05,0.001336399931460619,2
4,2,2185.4059981328724,326,424915884.37204075,exploration,0.8145062499999999,False,23.824990699999034,23.82678380003199,3
5,2,2185.4059981328724,572,3.728217892155918e+19,exploration,0.7737809374999999,False,42.83778850000817,66.66501659993082,4
6,2,2185.4059981328724,158,31740.774772641023,exploration,0.7350918906249998,False,2.2900057956576347e-05,66.66550220001955,5
7,2,2185.4059981328724,2,2185.4059981328724,transformer,0.6983372960937497,False,2.889998722821474e-05,66.66607999999542,6
8,2,2185.4059981328724,425,2459249975350.7886,transformer,0.6634204312890623,False,31.411371599999256,98.07782969996333,7
9,2,2185.4059981328724,72,4455.135760155668,exploration,0.6302494097246091,False,1.5700003132224083e-05,98.07826119998936,8
10,2,2185.4059981328724,2,2185.4059981328724,transformer,0.5987369392383786,False,2.4400069378316402e-05,98.07856970001012,9
11,2,2185.4059981328724,2,2185.4059981328724,transformer,0.5688000922764596,False,1.9200029782950878e-05,98.07902389997616,10
12,2,2185.4059981328724,322,319336276.8074254,transformer,0.5403600876626365,False,23.74062140006572,121.82040610001422,11
13,2,2185.4059981328724,2,2185.4059981328724,transformer,0.5133420832795047,False,3.1800009310245514e-05,121.82093569997232,12
14,2,2185.4059981328724,2,2185.4059981328724,transformer,0.48767497911552943,False,2.180004958063364e-05,121.82130519999191,13
15,2,2185.4059981328724,40,3094.8604979092584,transformer,0.46329123015975293,False,5.3609561999328434,127.18288769992068,14
16,2,2185.4059981328724,347,2275138320.3438196,exploration,0.44012666865176525,False,25.244071399909444,152.42732409993187,15
17,2,2185.4059981328724,954,1.1784059208324486e+45,exploration,0.41812033521917696,False,73.05683589994442,225.48458539997227,16
18,2,2185.4059981328724,260,4932980.525534734,transformer,0.3972143184582181,False,19.21413440001197,244.6991475999821,17
19,2,2185.4059981328724,455,53718449312636.5,exploration,0.37735360253530714,False,33.22605340008158,277.9256213000044,18
20,2,2185.4059981328724,711,7.413603003067801e+27,exploration,0.35848592240854177,False,53.17178640002385,331.09771120001096,19
