iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2705.046576235523,115,2705.046576235523,initial,1.0,True,0.00042719999328255653,0.00042810000013560057,0
1,2,1858.316654099508,2,1858.316654099508,transformer,0.95,True,3.490003291517496e-05,0.0004651000490412116,0
2,2,1858.316654099508,2,1858.316654099508,transformer,0.9025,False,1.7300015315413475e-05,0.0009228000417351723,1
3,2,1858.316654099508,2,1858.316654099508,transformer,0.8573749999999999,False,1.5199999324977398e-05,0.0012018000707030296,2
4,2,1858.316654099508,782,310240325406.83514,exploration,0.8145062499999999,False,91.68165879999287,91.68337940005586,3
5,2,1858.316654099508,320,51070.212720581374,transformer,0.7737809374999999,False,35.020753099932335,126.70464260003064,4
6,2,1858.316654099508,2,1858.316654099508,transformer,0.7350918906249998,False,4.8200017772614956e-05,126.70511660003103,5
7,2,1858.316654099508,329,60970.737805141645,transformer,0.6983372960937497,False,36.08183290006127,162.78729580005165,6
8,2,1858.316654099508,525,14969703.075596096,exploration,0.6634204312890623,False,58.880933800013736,221.6686417000601,7
9,2,1858.316654099508,2,1858.316654099508,transformer,0.6302494097246091,False,3.899994771927595e-05,221.66905160003807,8
10,2,1858.316654099508,224,9008.173103271814,exploration,0.5987369392383786,False,24.848898299969733,246.51858270005323,9
11,2,1858.316654099508,435,938232.547126354,exploration,0.5688000922764596,False,1.5700003132224083e-05,246.5190653000027,10
12,2,1858.316654099508,512,9942236.224060116,exploration,0.5403600876626365,False,56.93464750004932,303.453956100042,11
13,2,1858.316654099508,212,7395.74903774082,transformer,0.5133420832795047,False,23.68472020002082,327.13908960006665,12
14,2,1858.316654099508,563,54867903.74496532,exploration,0.48767497911552943,False,64.66227640002035,391.80172290001065,13
15,2,1858.316654099508,349,97411.42002692693,exploration,0.46329123015975293,False,1.619989052414894e-05,391.80217879998963,14
16,2,1858.316654099508,503,7206992.360541089,transformer,0.44012666865176525,False,58.282542500062846,450.0851212000707,15
17,2,1858.316654099508,2,1858.316654099508,transformer,0.41812033521917696,False,3.509991802275181e-05,450.0854806000134,16
18,16,1725.6098833383144,16,1725.6098833383144,exploration,0.3972143184582181,True,5.322412800043821,455.408201900078,0
19,16,1725.6098833383144,698,9000418065.363062,transformer,0.37735360253530714,False,78.41504549991805,533.8235223999945,1
20,16,1725.6098833383144,2,1858.316654099508,transformer,0.35848592240854177,False,4.67000063508749e-05,533.8240890000015,2
