iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,2755.369247236001,1.362905653041879e+19,4.375925527174742e+19,2755.369247236001,1.868267068694735e+20,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,1347.2235498820792,8.518160344895418e+18,3.521832898851417e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,185.3523034999962,1388.1473618000018,0,51.10551693811919,181861848616.51895,21751433203.54264,272549.74488748173,1089327.8991945533,645274125162.8162,0.07045914345729863,0.25
1,1347.2235498820792,6.195025705378486e+18,3.0272934567850934e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,45.334399700004724,1433.488019700002,1,0.0,9681.147785331099,286319.1236603434,15960.40802787897,315063.0476369546,3589.4487100035267,0.0026971127232779477,0.0010000000004865275
2,1347.2235498820792,4.867520197083097e+18,2.6954219758522786e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,19.59012690000236,1453.0819181999977,2,0.0,5197.796708099023,65756.49396932541,617.0097921792196,11630.067591588602,1335.387467889509,0.003892350971568478,0.0010000000056941628
3,1347.2235498820792,4.0085460446566687e+18,2.453083835354314e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.0011643681260544978,23.34503539999423,1476.430548599994,3,0.0,3404.056138931068,11800.089766642448,1115.7573394869785,7057.754279921949,770.2661329046571,0.004419324689831879,0.000999999944989295
4,1347.2235498820792,3.407264137958168e+18,2.2661563318888894e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,30.289565500002936,1506.7249053999985,4,0.0,41.73808759735269,7181.492413503064,5769.5538562190595,25173.724324725186,84.22327408559339,0.0005770198245400524,0.001164367163526229
5,1347.2235498820792,2.96283838083319e+18,2.1163149432758313e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,37.623540899992804,1544.3526627999963,5,0.0,12801.873055225931,136257.79830581232,6763.431513290594,112958.90795312713,3170.3467302486943,0.004038004087389307,0.0010000000011574856
6,1347.2235498820792,2.620972413813976e+18,1.9927282335255097e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.0018959544816994777,15.359705299997586,1559.7158970000019,6,0.0,13633.685014509429,494651.9456894796,1737.9190920725105,23627.558863125338,5810.509102468241,0.002346383900972554,0.0010000000001739728
7,1347.2235498820792,2.349837336522875e+18,1.8885305078653944e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.0010400815240354663,17.542960100006894,1577.2624626000033,7,0.0,5348.864955602742,35172.413461946984,1503.6388923446223,21701.352646893527,1776.7678027810693,0.005707670112352212,0.0018959544968690303
8,1347.2235498820792,2.1295400862238554e+18,1.7991317270347581e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,5.894156099995598,1583.160820399993,8,0.0,2377.34906905533,20838.780064985447,334.43136264883424,39908.264933233106,583.8623373095704,0.004234965478778595,0.001040081481293239
9,1347.2235498820792,1.9470080788332396e+18,1.721331594449073e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,12.273901799999294,1595.4393075999978,9,0.0,3054.1648593879904,5027.254047676889,1223.3202745360315,6569.3297523448555,684.7832808301513,0.004460045893119466,0.0010000001452409432
10,1347.2235498820792,1.7932969147148262e+18,1.6528216140502335e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,16.104994599998463,1611.5492870000016,10,0.0,10378.037894210262,219786.76687168493,3422.771526675311,1403.778286131169,3196.2258474191576,0.0032469663877343654,0.0010000000007117785
11,1347.2235498820792,1.6620800672966682e+18,1.5918891295413017e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,27.946869299994432,1639.4996462999989,11,0.0,4853.842090520327,5766.188734906482,10374.836585714074,151998.01990841192,1086.8881382785044,0.004465815680133883,0.0010000000797812908
12,1347.2235498820792,1.5487564263446228e+18,1.5372331678758992e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,5.68712649999361,1645.1908593999979,12,0.0,11538.834709094706,194001.22110500815,3830.470720745203,70330.7790916642,3228.149512269852,0.0035744424677980626,0.00100000000079841
13,1347.2235498820792,1.4498996331736896e+18,1.4878453790891428e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.0012468110935981614,4.973885400002473,1650.1682384000014,13,0.0,569.4075762466002,15476.107042264855,1993.6363583898928,9897.19400523376,200.40558980779284,0.002841275918322942,0.000999999838787301
14,1347.2235498820792,1.3629056551832684e+18,1.4429305200175098e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.0012692252230278296,13.636884999999893,1663.8087724999932,14,0.0,5398.743798649736,67362.66220148944,1197.3235849435823,707.8728285636128,1588.2148880384134,0.004238226017338267,0.0012468110994252157
15,1347.2235498820792,1.285760052059687e+18,1.401851843767129e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.0010364422881479673,16.409571299998788,1680.222425999993,15,0.0,2028.6448025361774,2798.3052876468055,626.4901713135938,8848.151693765793,512.2811316578219,0.005026160427889442,0.001269224780330076
16,1347.2235498820792,1.2168800492707753e+18,1.3640926722940223e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,6.9333942999946885,1687.1593820999988,16,0.0,387.3269165570601,20651.921920659268,6968.31253148219,61519.85768836315,231.49494481907496,0.0017341285614426792,0.0010364421797517563
17,1347.2235498820792,1.1550047925281935e+18,1.3292287741687736e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,0.0003166000096825883,1687.1630921000033,17,0.0,0.0,0.0,6207.552017063294,68570.33796603291,0.001,0.0,0.0
18,1347.2235498820792,1.0991174638574746e+18,1.296908131454068e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,6.166759600004298,1693.3344031000015,18,0.0,1441.7236735454276,9461.59461256768,1932.9267658171216,38810.82204830126,335.97853218457055,0.004291118435836556,0.0009999998427120216
19,1347.2235498820792,1.048388965525591e+18,1.2668358679881998e+19,1347.2235498820792,1.868267068694735e+20,2,0.5,0.5,0.0,0.001,11.89538360000006,1705.2332934000005,19,0.0,254.4096428620737,12471.294568017973,4424.236236953399,3548.755537696289,137.0750323816159,0.0018559882016678222,0.000999999707517034
