iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,9673.177081141059,115,9673.177081141059,initial,1.0,True,0.00028519995976239443,0.00028629996813833714,0
1,2,2259.092289527277,2,2259.092289527277,transformer,0.95,True,3.4400029107928276e-05,0.00032270001247525215,0
2,2,2259.092289527277,2,2259.092289527277,transformer,0.9025,False,2.9499991796910763e-05,0.0008900000248104334,1
3,2,2259.092289527277,2,2259.092289527277,transformer,0.8573749999999999,False,1.4699995517730713e-05,0.0012529999949038029,2
4,2,2259.092289527277,782,3.706255724838359e+32,exploration,0.8145062499999999,False,57.57979909994174,57.581588799948804,3
5,2,2259.092289527277,320,283829663.89141643,transformer,0.7737809374999999,False,22.99301450001076,80.57504799996968,4
6,2,2259.092289527277,2,2259.092289527277,transformer,0.7350918906249998,False,3.0800001695752144e-05,80.57547829998657,5
7,2,2259.092289527277,329,668400203.6664529,transformer,0.6983372960937497,False,23.406550600077026,103.98248330003116,6
8,2,2259.092289527277,525,1.1662032536836251e+17,exploration,0.6634204312890623,False,38.37726149999071,142.36018489999697,7
9,2,2259.092289527277,2,2259.092289527277,transformer,0.6302494097246091,False,3.909994848072529e-05,142.3606882999884,8
10,2,2259.092289527277,224,675930.6640581451,exploration,0.5987369392383786,False,17.098119399975985,159.4591323999921,9
11,2,2259.092289527277,435,7836832186282.041,exploration,0.5688000922764596,False,1.610000617802143e-05,159.45958779996727,10
12,2,2259.092289527277,512,2.67166857118119e+16,exploration,0.5403600876626365,False,37.79508559999522,197.25512440002058,11
13,2,2259.092289527277,212,324303.6748063735,transformer,0.5133420832795047,False,16.283094799960963,213.53864319995046,12
14,2,2259.092289527277,563,1.1783164596632769e+19,exploration,0.48767497911552943,False,41.58853939990513,255.12765199993737,13
15,2,2259.092289527277,349,2845699045.6775374,exploration,0.46329123015975293,False,1.6200006939470768e-05,255.12807169998996,14
16,2,2259.092289527277,503,1.0208300795882648e+16,transformer,0.44012666865176525,False,36.97029110009316,292.098646700033,15
17,2,2259.092289527277,2,2259.092289527277,transformer,0.41812033521917696,False,4.979991354048252e-05,292.099125299952,16
18,2,2259.092289527277,16,2562.0319441276692,exploration,0.3972143184582181,False,3.780250999960117,295.87971719994675,17
19,2,2259.092289527277,698,9.677078975467766e+26,transformer,0.37735360253530714,False,51.934014300000854,347.8140901000006,18
20,2,2259.092289527277,2,2259.092289527277,transformer,0.35848592240854177,False,4.0599959902465343e-05,347.8146110000089,19
