iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,2705.046576235523,70807066898659.66,212894317972394.72,2705.046576235523,841157268119513.8,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,1837.8877826917596,44254450465016.74,171763101993420.28,1837.8877826917596,841157268119513.8,36,0.027777777777777776,0.027777777777777776,0.0,0.001,218.13047580000057,1501.9522574999974,0,32.05707440167424,457271598.51841605,54692847.568424836,118220.49961477959,114080.0900908494,1622471020.400101,0.07045913189957208,0.25000000000000006
1,1679.3258925627204,32185054884160.285,147800080391797.94,1679.3258925627204,841157268119513.8,5,0.2,0.2,0.0,0.001,59.96815380000044,1561.9267273999976,0,8.627397799925003,3058.977721148736,90469.00634477467,9799.313663279805,174606.37787521683,1134.1675469253441,0.0026971127232607375,0.0010000000048730167
2,1660.5924360591728,25288257409372.215,131674711006128.5,1660.5924360591728,841157268119513.8,6,0.16666666666666666,0.16666666666666666,0.002951284039936688,0.0010499374355009093,25.793345000001864,1587.726083999998,0,1.1155343097199293,189.0360039616318,23917.17200235258,295.12840399366877,2377.614825126557,242.8782824111829,0.000778315797020577,0.0010000000860741192
3,1646.278574044963,20825623749212.07,119881103957128.62,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001,32.911780599999474,1620.643304899997,0,0.8619732153049284,1618.2979454658407,57439.46929749011,420.9145929825396,65743.69961544649,707.9466193043199,0.0024000560895176895,0.0010499374225909296
4,1646.278574044963,17701780187105.23,110774793230014.66,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001,16.794312900001387,1637.4430988999993,1,0.0,95.72062497029304,17772.188079364198,232.64734478950493,23678.69361208117,179.00612670320444,0.0005347337922330017,0.0010000001571672497
5,1646.278574044963,15392852336857.22,103469915595837.33,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001,59.72155419999763,1697.1701305999995,2,0.0,1975.0997846033024,37437.078061956534,4477.491507945307,5496.8530384838205,578.9701113609258,0.0034114019805383798,0.0010000000230682387
6,1646.278574044963,13616753990508.67,97441765847551.0,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0024051293520956606,0.0015299157927821706,27.244597400000202,1724.4203314999977,3,0.0,4285.50145566615,155484.8620196492,240.51293520956602,17317.962736658257,1826.4280853116372,0.0023463839009634294,0.0010000000017607077
7,1646.278574044963,12208124267540.86,92357260994369.75,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001,43.733990199998516,1768.1600448999998,4,0.0,2047.2673433198256,6498.39507258321,490.53933653461655,41187.612784193196,574.894340876589,0.005448212685068136,0.001529915588021838
8,1646.278574044963,11063612617631.955,87993473473534.72,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.0010000099999899997,8.108020000003307,1776.273511899999,5,0.0,710.0280845051525,6667.992500564468,0.0,0.0,172.20179589365955,0.00412323275015312,0.001000000435449867
9,1646.278574044963,10115302964847.336,84194838550052.48,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.009784187477279053,0.001,23.307054799999605,1799.5864564999974,6,0.0,157.58594956133365,33330.06791688392,978.4089636480533,21422.981726115,335.1615370823861,0.0004701838008811104,0.0010000100447495226
10,1646.278574044963,9316726415137.793,80849064030859.67,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.00742866892099054,43.39651589999994,1842.9902591999999,7,0.0,5600.1731025656445,95219.08769366011,2281.8211471768395,43268.81910804881,1573.1433774537745,0.0035598618554363794,0.0010000000033379862
11,1646.278574044963,8635014726366.901,77872794035481.64,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001,64.9119094000016,1907.9079381999982,8,0.0,2655.7656791113527,11618.515288619243,5675.220410724935,74170.4684016266,1834.3121175501165,0.010755423666987396,0.0074286690952775885
12,1646.278574044963,8046263722421.818,75202679610096.48,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.0010101149109581669,10.356662000001961,1918.2703585999989,9,0.0,1312.108945782914,67791.1587378735,1979.2738763542163,500.18120763031766,738.678871633998,0.0017762914253425096,0.0010000000099849176
13,1646.278574044963,7532672421106.685,72789600980179.75,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.006539476282853673,0.001,0.00046659999861731194,1918.2765187000005,10,0.0,443.8042331594929,12001.121734514052,647.3992425921629,30007.17448872286,156.98200805751668,0.002855698426713661,0.0010101151790415294
14,1646.278574044963,7080712075949.437,70594806121098.89,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.007228553753780271,0.0015703362569243317,13.280091099997662,1931.5626140999993,11,0.0,1751.9255366009993,1302.9173119021407,68.90774709265989,18159.185690952927,391.96102901237936,0.004469642150319418,0.0009999990209349728
15,1646.278574044963,6679917052882.704,68587257228902.36,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.005308482111369561,0.01778164952127135,14.630615200003376,1946.198768299997,12,0.0,1031.038147348379,9945.151975135575,122.27136920161111,29028.22394376558,328.41561086485655,0.004929962314337741,0.0015703360165274635
16,1646.278574044963,6322064353718.956,66741762582696.05,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.007544020815543758,10.49170679999952,1956.6962980999997,13,0.0,127.34834505510969,4647.891648890995,4765.113690612697,3815.879351080707,835.1493485169128,0.002711447530765711,0.017781647230796754
17,1646.278574044963,6000603454478.457,65037633104675.64,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001089474991277534,31.52592299999742,1988.2283193999974,14,0.0,0.0,0.0,6293.09866284791,39265.908150316944,0.001,0.0,0.0
18,1646.278574044963,5710251674512.534,63457697916236.08,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0014558113514193068,0.001092495306211894,0.0004580000022542663,1988.2345763999983,15,0.0,429.67706612179546,2693.3482067103896,133.62503619401136,126.45648550685064,104.4901821119021,0.004480061268522536,0.0010894769268993342
19,1646.278574044963,5446701597311.508,61987570770281.375,1646.278574044963,841157268119513.8,7,0.14285714285714285,0.14285714285714285,0.0,0.001,18.45408349999707,2006.6941159999988,16,0.0,104.1284196194225,23437.7180296908,1311.2956992187508,12910.401717337274,257.20992656951444,0.0004422839008987999,0.0010924952155994979
