T,fitness
733,38858742321.72372
811,1176871212741.8193
133,3055.5975795437257
355,114817.39411935012
777,264539220580.0082
115,2509.131962596967
452,1582048.0062292353
940,506700624855409.3
879,27245831786934.734
345,90430.22432761766
576,88963687.82061423
153,3565.0619748609865
950,837510781255173.2
602,212659833.24621397
162,3900.7782302639207
238,10796.124376550295
422,662893.9037105025
511,9748663.212977141
660,2044735761.5734172
285,25419.26381913937
243,12060.90973693008
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
543,27236049.241120066
115,2509.131962596967
171,4406.117058466467
200,6245.365270596144
247,12889.24800388997
224,8628.606009145928
170,4318.336756513468
184,5119.64509093165
2,1856.7596790521393
16,1684.2240085213175
2,1856.7596790521393
2,1856.7596790521393
18,1716.1541121887667
2,1856.7596790521393
2,1856.7596790521393
63,1987.118583638694
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
72,2095.1611870151314
2,1856.7596790521393
4,1771.5809383285844
2,1856.7596790521393
33,1810.477494641607
2,1856.7596790521393
22,1708.1244507178817
17,1687.5662402080632
31,1796.2907520207802
5,1680.9991761650476
2,1856.7596790521393
39,1826.8361824160884
2,1856.7596790521393
11,1694.6340467415946
2,1856.7596790521393
2,1856.7596790521393
54,1917.948282670241
2,1856.7596790521393
46,1852.3021894360684
2,1856.7596790521393
50,1889.3414351285803
2,1856.7596790521393
46,1852.3021894360684
39,1826.8361824160884
32,1801.324780546089
84,2158.7657788620936
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
34,1791.277812446745
2,1856.7596790521393
37,1843.5092653340375
5,1680.9991761650476
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
18,1716.1541121887667
29,1760.4124807072114
32,1801.324780546089
2,1856.7596790521393
12,1651.366926335934
2,1856.7596790521393
19,1701.166885134942
41,1820.671254861961
33,1810.477494641607
22,1708.1244507178817
2,1856.7596790521393
19,1701.166885134942
15,1677.98267435361
24,1728.4655754085884
2,1856.7596790521393
12,1651.366926335934
2,1856.7596790521393
20,1711.0985373399953
16,1684.2240085213175
47,1914.2512232106865
104,2343.2412231970966
2,1856.7596790521393
27,1748.3811762528792
28,1767.5622645857102
2,1856.7596790521393
29,1760.4124807072114
25,1752.5854811462277
58,1982.6247455352184
62,2015.0494751018587
32,1801.324780546089
8,1687.7377281943407
2,1856.7596790521393
45,1842.6662971907556
8,1687.7377281943407
57,1955.9508851360229
2,1856.7596790521393
2,1856.7596790521393
59,1898.1406945463038
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
3,1814.5531675139407
2,1856.7596790521393
22,1708.1244507178817
2,1856.7596790521393
12,1651.366926335934
2,1856.7596790521393
2,1856.7596790521393
2,1856.7596790521393
5,1680.9991761650476
2,1856.7596790521393
52,1928.0038739293059
20,1711.0985373399953
2,1856.7596790521393
