T,fitness
733,78625874447481.52
811,1.1239720414702004e+16
133,3349.9659778610344
355,645536.9240479276
777,1226832928645610.2
115,2877.9762210306476
452,27525547.75613219
940,8.626715559346282e+19
879,1.1919463884017075e+18
345,450811.81812058203
576,10095673069.023386
153,4341.560356035174
950,2.093497187275715e+20
602,40516309596.55797
162,4933.822601057245
238,21544.227121152013
422,7879283.337656208
511,378205404.1106302
660,972924311512.6205
285,69862.56061997355
2,1407.2955956489952
767,750432131049972.1
576,10095673069.023386
435,13226083.448127845
2,1407.2955956489952
115,2877.9762210306476
238,21544.227121152013
149,4059.6539380994373
207,10780.498922661418
172,5803.62580329889
162,4933.822601057245
181,6767.2134265603645
2,1407.2955956489952
37,1714.5843187249825
2,1407.2955956489952
2,1407.2955956489952
16,1542.5238745835554
2,1407.2955956489952
32,1685.9445102538677
29,1687.1586307213968
9,1476.3662748448237
2,1407.2955956489952
8,1457.74505356693
6,1439.7925675596925
2,1407.2955956489952
16,1542.5238745835554
23,1618.018915305337
9,1476.3662748448237
2,1407.2955956489952
2,1407.2955956489952
34,1738.4895210683808
19,1590.223110169505
2,1407.2955956489952
2,1407.2955956489952
15,1532.6668054295815
5,1409.7244935981903
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
18,1565.3027375654774
2,1407.2955956489952
4,1444.1117242601747
7,1437.4762176539964
2,1407.2955956489952
2,1407.2955956489952
14,1540.1423345884748
5,1409.7244935981903
15,1532.6668054295815
2,1407.2955956489952
8,1457.74505356693
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
66,1970.6650322687026
30,1701.7709362813382
2,1407.2955956489952
22,1602.6920420098393
4,1444.1117242601747
11,1509.1204858707285
14,1540.1423345884748
8,1457.74505356693
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
13,1523.2625674814917
17,1573.7518332997543
17,1573.7518332997543
13,1523.2625674814917
4,1444.1117242601747
2,1407.2955956489952
2,1407.2955956489952
69,1968.4286698817878
2,1407.2955956489952
32,1685.9445102538677
2,1407.2955956489952
85,2164.09848471593
11,1509.1204858707285
19,1590.223110169505
39,1672.723826606293
9,1476.3662748448237
9,1476.3662748448237
34,1738.4895210683808
2,1407.2955956489952
2,1407.2955956489952
71,1980.9714520094453
65,1966.3753879880292
2,1407.2955956489952
50,1812.009580118883
40,1719.0625650659658
2,1407.2955956489952
3,1396.7398422295707
42,1751.0724848343953
5,1409.7244935981903
14,1540.1423345884748
30,1701.7709362813382
46,1764.29495105702
9,1476.3662748448237
2,1407.2955956489952
2,1407.2955956489952
5,1409.7244935981903
24,1607.5312839047992
24,1607.5312839047992
2,1407.2955956489952
2,1407.2955956489952
6,1439.7925675596925
22,1602.6920420098393
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
2,1407.2955956489952
37,1714.5843187249825
32,1685.9445102538677
24,1607.5312839047992
62,1897.160221113813
6,1439.7925675596925
