iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2877.9762210306476,115,2877.9762210306476,initial,1.0,True,0.00048369995784014463,0.000484699965454638,0
1,2,1407.2955956489952,2,1407.2955956489952,transformer,0.95,True,6.310332300025038,6.3108200000133365,0
2,2,1407.2955956489952,553,2952481281.5314965,transformer,0.9025,False,54.481937299948186,60.793547999928705,1
3,2,1407.2955956489952,439,15404263.470026033,transformer,0.8573749999999999,False,42.40393090003636,103.19792359997518,2
4,2,1407.2955956489952,354,609266.5949369367,transformer,0.8145062499999999,False,33.59395589993801,136.79228199995123,3
5,2,1407.2955956489952,430,10755876.500593394,exploration,0.7737809374999999,False,41.40073789993767,178.19346819992643,4
6,2,1407.2955956489952,2,1407.2955956489952,transformer,0.7350918906249998,False,3.450002986937761e-05,178.19393900001887,5
7,2,1407.2955956489952,967,6.142966719158097e+20,exploration,0.6983372960937497,False,100.83921230002306,279.0334490999812,6
8,2,1407.2955956489952,671,1871357443093.3003,transformer,0.6634204312890623,False,66.86461359995883,345.8985642999178,7
9,2,1407.2955956489952,2,1407.2955956489952,transformer,0.6302494097246091,False,5.3600058890879154e-05,345.89912429999094,8
10,2,1407.2955956489952,249,27383.442111677745,transformer,0.5987369392383786,False,23.903887999942526,369.8033782999264,9
11,2,1407.2955956489952,2,1407.2955956489952,transformer,0.5688000922764596,False,3.200001083314419e-05,369.8038630000083,10
12,2,1407.2955956489952,528,859182876.6283511,exploration,0.5403600876626365,False,51.286283000023104,421.0905486999545,11
13,2,1407.2955956489952,2,1407.2955956489952,transformer,0.5133420832795047,False,5.000003147870302e-05,421.0910371999489,12
14,2,1407.2955956489952,385,1848153.2684858465,exploration,0.48767497911552943,False,36.76760609995108,457.85921239992604,13
15,2,1407.2955956489952,2,1407.2955956489952,transformer,0.46329123015975293,False,3.7800054997205734e-05,457.85966850002296,14
16,2,1407.2955956489952,333,288449.70998027077,transformer,0.44012666865176525,False,31.57247000001371,489.4324382999912,15
17,2,1407.2955956489952,2,1407.2955956489952,transformer,0.41812033521917696,False,3.709993325173855e-05,489.43287379993126,16
18,2,1407.2955956489952,862,3.5794163952283034e+17,exploration,0.3972143184582181,False,87.38488369993865,576.8180560999317,17
19,2,1407.2955956489952,2,1407.2955956489952,transformer,0.37735360253530714,False,3.9499951526522636e-05,576.8185191999655,18
20,2,1407.2955956489952,102,2457.683681674321,exploration,0.35848592240854177,False,1.8000020645558834e-05,576.8189525000053,19
