iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,2733.9994155764457,1.4961315799704158e+19,4.884118994749999e+19,2733.9994155764457,2.1139682061310525e+20,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,1325.7964302952557,9.376859580397566e+18,3.92798988298124e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.001,335.79526530000294,1595.8027589000048,0,51.507069725699985,5.075896306282557e+17,4.3979785135266816e+17,127724.37370706993,1259215.1154438893,2.1046327424708518e+18,0.06029432361110451,0.25
1,1325.7964302952557,6.819534240289139e+18,3.375731713484445e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.001,13.649570100002165,1609.4592730000004,1,0.0,197.02292074664547,12128.452111531702,319.58434825496283,10916.442477407616,129.03819603963927,0.0015268573707497692,0.0009999996805177274
2,1325.7964302952557,5.358205474512895e+18,3.005321762981096e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.001,17.58531419999781,1627.0480788999994,2,0.0,4685.914661746913,51106.774690623715,557.7908989243159,8809.927380333742,1165.8005968799555,0.004019482126057992,0.0010000000083921323
3,1325.7964302952557,4.412639802540031e+18,2.734923802671012e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.001,20.06367070000124,1647.1155025000044,3,0.0,7256.494694962944,107843.79416828975,364.99776651366506,11758.887987833194,1948.3045155522123,0.0037245177214348213,0.0010000000023797234
4,1325.7964302952557,3.750743832159026e+18,2.5263932785174946e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.001,22.53998899999715,1669.6589486000012,4,0.0,1378.5796367348792,22467.187047041825,2699.514013357907,19417.73810359459,381.44788682543174,0.0036140707140150984,0.0009999999416571393
5,1325.7964302952557,3.261516375790458e+18,2.3592579279867064e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.00101505488829781,31.651405700002215,1701.3138308999987,5,0.0,3571.9834689224153,28220.556657146593,4199.617517886988,741.0800161659845,847.1125406052159,0.004216657525018176,0.000999999979084561
6,1325.7964302952557,2.885187563199251e+18,2.2214215469639193e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.001,14.52664669999649,1715.8437608000022,6,0.0,1486.162454728903,9935.914406610078,5310.975880261065,28319.201579054643,349.67033770484863,0.0043141676652808806,0.0010150547422166014
7,1325.7964302952557,2.586719884247604e+18,2.105218893389101e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.0010570797782146564,19.960321799997473,1735.8078030000033,7,0.0,10540.235254079704,126821.52072197097,1544.6872454039571,2699.380345234611,2676.4254745221597,0.0039381762557472826,0.0010000000014731044
8,1325.7964302952557,2.344214895099392e+18,2.005526473131911e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.0014162792445182265,18.46395879999909,1754.2755203000052,8,0.0,4342.621753382334,34427.59333219006,2496.286932474565,11995.899877682796,1062.6345226022581,0.004319921423831394,0.0010570797926621263
9,1325.7964302952557,2.143282189805159e+18,1.918772638380108e+19,1325.7964302952557,2.1139682061310525e+20,2,0.5,0.5,0.0,0.0012961395128820764,4.554157499995199,1758.8328731000001,9,0.0,1994.641953604328,7675.788139601516,537.0662040332007,3272.571184173385,541.8119290899474,0.005213930973849005,0.0014162790742437107
