T,fitness
733,75490934574273.58
811,1.4811870396659224e+16
133,3516.8508722610013
355,647799.5591522546
777,1314722034983814.8
115,2735.4952793623074
452,26891255.41655485
940,9.901186607755983e+19
879,1.1724409879341125e+18
345,484978.1845759325
576,9822866147.295063
153,4336.732947230757
950,2.0742788301208715e+20
602,37490397777.38897
162,5093.344250746602
238,20843.7603719617
422,8143467.340275851
511,417818894.87173194
660,1080857782640.699
285,70973.56637821405
2,1389.077655845198
2,1389.077655845198
447,22181969.330728978
1000,8.430384950495371e+21
2,1389.077655845198
115,2735.4952793623074
176,6206.995272714215
179,6314.105419477152
176,6206.995272714215
168,5464.888400008905
226,16930.563426790653
169,5378.6951078729735
45,1686.8862045866513
2,1389.077655845198
2,1389.077655845198
20,1619.93312436237
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
40,1654.7463263035302
39,1649.6277096778697
11,1558.7559768621632
25,1634.7325019447508
6,1500.0749650451014
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
14,1582.501414631111
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
15,1600.38808078922
2,1389.077655845198
17,1602.295749756519
37,1687.2154123309008
4,1414.9373930924032
2,1389.077655845198
78,2009.980888611738
2,1389.077655845198
60,1795.715123279732
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
49,1714.1994652330945
13,1579.201911526837
4,1414.9373930924032
8,1531.0765433609654
8,1531.0765433609654
43,1668.6382143813162
22,1623.9048125418803
2,1389.077655845198
2,1389.077655845198
37,1687.2154123309008
2,1389.077655845198
19,1618.6416590243757
27,1635.1417714656977
2,1389.077655845198
61,1808.7589684099319
12,1561.5318866928433
6,1500.0749650451014
43,1668.6382143813162
55,1754.1420703770848
5,1421.1578867463086
14,1582.501414631111
39,1649.6277096778697
2,1389.077655845198
30,1652.8395356589645
24,1638.4994577049326
16,1599.425289051431
2,1389.077655845198
7,1509.8248601907803
6,1500.0749650451014
13,1579.201911526837
53,1742.66803571858
34,1688.1010881538361
2,1389.077655845198
10,1542.7730162167331
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
29,1653.6188498888673
8,1531.0765433609654
7,1509.8248601907803
31,1669.3877772566002
6,1500.0749650451014
2,1389.077655845198
68,1876.0688282319088
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
35,1691.3517811460251
24,1638.4994577049326
2,1389.077655845198
2,1389.077655845198
5,1421.1578867463086
2,1389.077655845198
43,1668.6382143813162
8,1531.0765433609654
41,1658.0900851963947
2,1389.077655845198
2,1389.077655845198
30,1652.8395356589645
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
31,1669.3877772566002
7,1509.8248601907803
9,1530.1790882947907
2,1389.077655845198
2,1389.077655845198
2,1389.077655845198
27,1635.1417714656977
2,1389.077655845198
48,1705.2939408925467
20,1619.93312436237
20,1619.93312436237
2,1389.077655845198
16,1599.425289051431
6,1500.0749650451014
