iter,best_perplexity,current_T,current_fitness,sample_type,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,temperature,step_time,cum_time,no_improvement_count,relative_change_pct
-1,1785.3303492923615,33,1785.3303492923615,initial,71487085827851.14,217828612200262.38,1785.3303492923615,886002604509959.8,33,0.030303030303030304,0.030303030303030304,1.0,0.0,0.0,0,0.0
0,1785.3303492923615,529,17256394.700292833,exploitation,68082939705400.836,213123386396070.34,1785.3303492923615,886002604509959.8,33,0.030303030303030304,0.030303030303030304,0.95,39.67607020800642,39.67645662500581,1,0.0
1,1785.3303492923615,2,1871.3272077545362,exploitation,64988260627967.67,208705722167181.72,1785.3303492923615,886002604509959.8,33,0.030303030303030304,0.030303030303030304,0.9025,7.550000736955553e-05,39.678453750006156,2,0.0
2,1785.3303492923615,756,102913338947.34537,exploration,62167158571923.305,204546665914323.94,1785.3303492923615,886002604509959.8,33,0.030303030303030304,0.030303030303030304,0.8573749999999999,46.57500962501217,86.25400283299678,3,0.0
3,1785.3303492923615,760,121320541467.90526,exploration,59581915320654.32,200623410562362.56,1785.3303492923615,886002604509959.8,33,0.030303030303030304,0.030303030303030304,0.8145062499999999,50.148555333013064,136.40455741700134,4,0.0
4,1785.3303492923615,559,47620154.24319475,exploitation,57198640612634.32,196916435858108.7,1785.3303492923615,886002604509959.8,33,0.030303030303030304,0.030303030303030304,0.7737809374999999,39.460467124998104,175.8666603330057,5,0.0
