T,fitness
733,38374450451.13662
811,1122074450062.9866
33,1785.3303492923615
355,114979.70619620434
777,259727162768.60568
115,2566.932453626293
452,1533708.8612145507
940,515226486237766.44
879,27090207825201.676
345,95239.01011843863
576,85530009.40765096
53,1819.2171539195392
950,886002604509959.8
602,211816384.96272278
162,4005.8780313179614
238,10704.979530143082
422,635463.4506932675
511,9436714.82935646
660,1932713819.9251285
285,23609.3857202038
