T,fitness
733,37494326807.7573
811,1078510491678.9288
133,3186.9232493613854
355,110946.0071735447
777,250886189861.84195
115,2565.1186599591947
452,1523784.8153134168
940,534204966136787.8
879,26356548754285.96
345,86095.63664945202
576,76560271.33061443
153,3845.644749171511
950,835234366302250.0
602,213850254.26639816
162,4244.530068582184
238,11079.205295388074
422,612904.2409932857
511,8819674.764158463
660,1872506470.4548054
285,24390.310722812425
407,400074.3768683847
729,31781072592.323383
525,15390495.512528831
2,1855.4293138261362
321,47915.78545482673
115,2565.1186599591947
177,4818.187716612539
180,4962.170969879264
165,4236.862996231475
180,4962.170969879264
210,6732.282128647035
183,5626.412273880987
2,1855.4293138261362
3,1817.795691769031
51,1882.4093762156192
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
31,1756.1059897569562
7,1675.6542594444736
2,1855.4293138261362
56,1921.4631984161142
2,1855.4293138261362
5,1784.659804041205
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
33,1802.4941802011772
12,1711.8392215176395
2,1855.4293138261362
7,1675.6542594444736
6,1755.529098477114
2,1855.4293138261362
2,1855.4293138261362
10,1686.7251063888943
8,1725.3379344202062
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
21,1698.9846731969576
2,1855.4293138261362
7,1675.6542594444736
2,1855.4293138261362
30,1762.2801535191013
14,1681.1767532430047
2,1855.4293138261362
9,1708.2555205607637
14,1681.1767532430047
27,1706.852844758678
50,1884.3458519632363
2,1855.4293138261362
9,1708.2555205607637
71,2023.3450090276508
13,1728.3541057745576
25,1722.5147713092201
2,1855.4293138261362
2,1855.4293138261362
70,2074.2286107595355
2,1855.4293138261362
2,1855.4293138261362
27,1706.852844758678
2,1855.4293138261362
12,1711.8392215176395
37,1795.0026510764592
2,1855.4293138261362
4,1770.5349105085577
2,1855.4293138261362
52,1892.617646606116
38,1782.9067973952424
76,2032.5754007080798
2,1855.4293138261362
5,1784.659804041205
2,1855.4293138261362
3,1817.795691769031
17,1700.5471932867677
2,1855.4293138261362
2,1855.4293138261362
9,1708.2555205607637
2,1855.4293138261362
18,1740.3147763620896
22,1746.2265363422757
2,1855.4293138261362
18,1740.3147763620896
14,1681.1767532430047
69,2015.8869951476595
2,1855.4293138261362
47,1900.1796188444011
19,1729.6130133270365
2,1855.4293138261362
13,1728.3541057745576
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
46,1866.13154079445
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
41,1810.500913249121
6,1755.529098477114
21,1698.9846731969576
39,1775.728498922213
2,1855.4293138261362
2,1855.4293138261362
2,1855.4293138261362
12,1711.8392215176395
8,1725.3379344202062
2,1855.4293138261362
2,1855.4293138261362
