T,fitness
733,1.778843456893233e+29
811,3.960902564252104e+34
133,18458.53899068405
355,4205918698.1441064
777,1.4532895020621872e+32
115,9953.489646362123
452,36861934090381.96
940,1.1309872350710243e+44
879,2.513869865283275e+39
345,2094284744.0811594
576,5.937831904260522e+19
153,28414.729244183665
950,5.989326249199127e+44
602,1.7079008618116332e+21
162,42944.950765906535
238,1470555.0265043355
422,1905167599278.7185
511,2.5085101294390864e+16
660,4.3778634312683627e+24
285,22247122.3937908
