iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,9953.489646362123,3.5601693116831744e+43,1.3156025224265327e+44,9953.489646362123,5.989326249199127e+44,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,2192.8603705018736,2.2251102079685406e+43,1.0542592794533895e+44,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.001,288.43832049999764,1288.8709043000017,0,77.96892900467991,8.554634768972046e+38,7.412109632562321e+38,6461794.957264408,75247026.4670464,3.5470315680921495e+39,0.06029432361080837,0.25
1,2192.8603705018736,1.618261969431666e+43,9.0452023261602e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.001,14.845157499999914,1303.7253043000019,1,0.0,151.0058989194525,9295.709385805354,482.4536515728386,615.8042088273011,98.89980675587452,0.0015268573706815093,0.0009999994561336154
2,2192.8603705018736,1.2714915474105946e+43,8.045164277732299e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.0022814869322245416,23.358182799998758,1327.0890397000003,2,0.0,10760.574876401872,125624.78951685604,1045.0495883190567,28083.967948847767,2714.3535607276417,0.003964323230418672,0.001000000001466358
3,2192.8603705018736,1.0471106861028427e+43,7.316940588313843e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.0028494323813766874,29.052608199999668,1356.1471275000004,3,0.0,33137.938512752255,402385.79093070945,721.9195362219542,4368.081541506188,14475.75808632206,0.005222785102293837,0.002281486932420411
4,2192.8603705018736,8.900440831874162e+42,6.756239548563135e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.0033811916446555576,22.79570009999952,1378.9481933999996,4,0.0,2447.245780695838,19858.5732115606,6923.797718568579,2759.606979367961,1083.2640155994188,0.0064372685441592935,0.0028494323151473074
5,2192.8603705018736,7.739513766847098e+42,6.307352539356957e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.001,35.87915450000219,1414.8330600000008,5,0.0,8692.125776218503,23291.661177661463,10237.459086415007,29250.753607449296,3659.6744955596887,0.008030698654873188,0.003381191624821446
6,2192.8603705018736,6.846492947595509e+42,5.937467943474685e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.001,22.963598099999217,1437.8019932000025,6,0.0,3531.729533897618,23801.960163593587,15429.179822130107,58413.663518267975,824.812246727044,0.0042818587476957755,0.0009999999745313602
7,2192.8603705018736,6.138235056464939e+42,5.625840708255478e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.0023580713145205036,15.686636599999474,1453.4942932000013,7,0.0,19951.878428411066,250006.0708791646,3029.812322649048,28795.73076743213,5114.13484643062,0.0039013203655154593,0.0010000000003910835
8,2192.8603705018736,5.5627755199213515e+42,5.358628542116967e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.001,16.214825500002917,1469.7146543000017,8,0.0,14520.407176331326,99386.13102820612,6358.569505137795,66881.3064926392,5509.228348354437,0.006215054717750024,0.0023580713166739516
9,2192.8603705018736,5.085966189642379e+42,5.126194795704971e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.008720530156268629,22.28187810000236,1492.0022246000008,9,0.0,4401.931749091071,8924.373174539947,999.0549306274233,44265.90364105665,988.3442155146179,0.004453844804215811,0.000999999943312367
10,2192.8603705018736,4.684442543091664e+42,4.921596621055668e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.001,33.20229280000058,1525.2107976000007,10,0.0,0.0,0.0,306348.380915211,2191606.1757831895,0.001,0.0,0.0
11,2192.8603705018736,4.341678454572762e+42,4.739688308452467e+43,2192.8603705018736,5.989326249199127e+44,2,0.5,0.5,0.0,0.0019455662751262479,16.052797100001044,1541.2697661999991,11,0.0,46926.13014407419,1502809.147598665,9312.6905160468,24300.041375258486,18328.876641965766,0.0025602294707252594,0.0010000000000181556
