individual_id,T,alpha,eta,fitness
0,733,0.001364256480218281,0.001364256480218281,1.4976771399476679e+29
1,811,0.0012330456226880395,0.0012330456226880395,3.90011626625027e+34
2,33,0.030303030303030304,0.030303030303030304,2797.679829040203
3,355,0.0028169014084507044,0.0028169014084507044,4634883578.322284
4,777,0.001287001287001287,0.001287001287001287,1.5186492064891593e+32
5,115,0.008695652173913044,0.008695652173913044,10279.07577750237
6,452,0.0022123893805309734,0.0022123893805309734,38475089721993.664
7,940,0.0010638297872340426,0.0010638297872340426,1.222335085547448e+44
8,879,0.0011376564277588168,0.0011376564277588168,2.3014661820469974e+39
9,345,0.002898550724637681,0.002898550724637681,1994986586.1892025
10,576,0.001736111111111111,0.001736111111111111,5.878056900589049e+19
11,53,0.018867924528301886,0.018867924528301886,3495.1426322362454
12,950,0.0010526315789473684,0.0010526315789473684,6.408625386882899e+44
13,602,0.0016611295681063123,0.0016611295681063123,1.629790388334002e+21
14,162,0.006172839506172839,0.006172839506172839,42235.614568469624
15,238,0.004201680672268907,0.004201680672268907,1195132.673038032
16,422,0.002369668246445498,0.002369668246445498,1852065248721.191
17,511,0.0019569471624266144,0.0019569471624266144,2.2689090318837236e+16
18,660,0.0015151515151515152,0.0015151515151515152,4.0137670094333686e+24
19,285,0.0035087719298245615,0.0035087719298245615,22439137.389709815
