T,fitness
733,72680775003649.33
811,1.1006325549788832e+16
133,3526.8224127853305
355,622671.5593968191
777,1282222665378749.0
115,2746.394513962531
452,28053255.04369114
940,9.66050503811924e+19
879,1.1568714719722985e+18
345,442132.0504758413
576,9386430441.727995
153,4484.3048658844245
950,2.0767073234146814e+20
602,38436074602.52249
162,5113.554282692887
238,21209.18652950379
422,8016338.938722231
511,410874877.6591615
660,927706230396.1083
285,72025.03281774324
243,24309.911745373745
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
543,1821007614.3953536
115,2746.394513962531
171,5809.666683170235
200,9375.815754421748
247,27854.795190985198
224,15442.745367036876
170,5498.063701308934
184,7116.730475677167
2,1333.06861439231
16,1560.5601229854497
2,1333.06861439231
2,1333.06861439231
18,1586.1851241737666
2,1333.06861439231
2,1333.06861439231
66,1938.3906315166153
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
5,1444.8023482888282
2,1333.06861439231
2,1333.06861439231
72,1997.327074621401
2,1333.06861439231
4,1413.785756467208
2,1333.06861439231
33,1650.9071980307194
2,1333.06861439231
22,1601.730376196896
17,1570.5526264100752
31,1645.5309280909335
5,1444.8023482888282
2,1333.06861439231
36,1675.080306512146
2,1333.06861439231
10,1533.3531421262614
2,1333.06861439231
2,1333.06861439231
59,1845.9541993960836
2,1333.06861439231
51,1837.6687800568413
2,1333.06861439231
55,1795.9937454161004
7,1492.5191611383864
41,1709.3599566099763
34,1664.2220768020147
28,1631.029217580114
74,1946.930965109791
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
35,1661.8702819132789
2,1333.06861439231
37,1680.8717330142074
6,1470.953365387597
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
18,1586.1851241737666
29,1635.2679582718924
32,1645.7704026575404
2,1333.06861439231
12,1532.753856390297
2,1333.06861439231
3,1374.4704220711105
114,2704.5453081044557
74,1946.930965109791
17,1570.5526264100752
2,1333.06861439231
2,1333.06861439231
14,1545.443509181901
23,1605.5288628241046
2,1333.06861439231
11,1538.018945501345
2,1333.06861439231
20,1585.9481956774925
2,1333.06861439231
19,1583.4171263290204
73,1966.127614044017
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
3,1374.4704220711105
2,1333.06861439231
32,1645.7704026575404
36,1675.080306512146
5,1444.8023482888282
7,1492.5191611383864
2,1333.06861439231
39,1687.5833020335315
8,1512.4517658153595
50,1761.4922827596881
2,1333.06861439231
2,1333.06861439231
63,1875.4553713163284
2,1333.06861439231
2,1333.06861439231
5,1444.8023482888282
6,1470.953365387597
2,1333.06861439231
20,1585.9481956774925
2,1333.06861439231
11,1538.018945501345
2,1333.06861439231
2,1333.06861439231
2,1333.06861439231
8,1512.4517658153595
2,1333.06861439231
55,1795.9937454161004
23,1605.5288628241046
5,1444.8023482888282
