individual_id,T,alpha,eta,fitness
0,31,0.03225806451612903,0.03225806451612903,1760.345103648259
1,33,0.030303030303030304,0.030303030303030304,1785.3303492923615
2,33,0.030303030303030304,0.030303030303030304,1785.3303492923615
3,53,0.018867924528301886,0.018867924528301886,1819.2171539195392
4,53,0.018867924528301886,0.018867924528301886,1819.2171539195392
5,63,0.015873015873015872,0.015873015873015872,1885.1269463448605
6,21,0.047619047619047616,0.047619047619047616,1753.7155711244477
7,59,0.01694915254237288,0.01694915254237288,1900.78177359329
8,21,0.047619047619047616,0.047619047619047616,1753.7155711244477
9,19,0.05263157894736842,0.05263157894736842,1741.64983974384
10,127,0.007874015748031496,0.007874015748031496,2796.257094914925
11,36,0.027777777777777776,0.027777777777777776,1823.844040960971
12,482,0.002074688796680498,0.002074688796680498,3762633.687591202
13,122,0.00819672131147541,0.00819672131147541,2728.6740265157096
14,2,0.5,0.5,1871.3272077545362
15,33,0.030303030303030304,0.030303030303030304,1785.3303492923615
16,33,0.030303030303030304,0.030303030303030304,1785.3303492923615
17,19,0.05263157894736842,0.05263157894736842,1741.64983974384
18,123,0.008130081300813009,0.008130081300813009,2684.876915139475
19,53,0.018867924528301886,0.018867924528301886,1819.2171539195392
