iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,11155.006910088456,3.603750310707155e+43,1.371191401178124e+44,11155.006910088456,6.270839747307367e+44,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,2185.4059981328724,2.252343944707709e+43,1.0979717578790058e+44,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,227.6863211000018,1380.5540093000018,0,80.40874366329243,9.32087758676974e+34,6.559135394788242e+34,3068641.1315208604,65966.12061433346,3.680860820281698e+35,0.06330637072319682,0.25
1,2185.4059981328724,1.6380683234237884e+43,9.417112396096092e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,62.87717440000415,1443.440680300002,1,0.0,4550.871624674286,38099.075222802116,180139.30392156786,7556828.58715595,1086.5937307539668,0.004188199780496287,0.000999999987922054
2,2185.4059981328724,1.2870536826901194e+43,8.374395117995331e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,22.065362900000764,1465.5108508000048,2,0.0,149.5747497225893,15840.764649876008,20608.206236905797,305313.95669951744,161.9000430645643,0.0009238709692850514,0.0009999998050391017
3,2185.4059981328724,1.0599265622153925e+43,7.615462047888444e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,35.22305040000356,1500.7394946999993,3,0.0,15656.256943880908,24750.797040324993,10392.981411372457,71123.57459461143,3509.6013775421616,0.004460978686645223,0.0010000000057562317
4,2185.4059981328724,9.009375778830837e+42,7.031302299208824e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.003512540003643302,7.225568000001658,1507.9711136000042,4,0.0,5382.194781389878,39430.60863834634,3055.6699316134805,35764.78667892185,1266.4488963283902,0.004249831791042737,0.0009999999899872277
5,2185.4059981328724,7.834239807678988e+42,6.563739949172176e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,23.73725530000229,1531.7145057000016,5,0.0,353979.38607226155,6958098.035329089,4416.5648052321985,79271.70690273035,285903.22532107437,0.004348907755928773,0.0035125400036441876
6,2185.4059981328724,6.930289060639105e+42,6.17853136383552e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,13.145268600004783,1544.8660055,6,0.0,2748.6797493945996,34943.676705196085,5919.096267729019,20191.46961300265,707.0161596636294,0.003887718423102856,0.0009999999797616487
7,2185.4059981328724,6.213362606090232e+42,5.854035764202635e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.001,24.79450530000031,1569.6662452000019,7,0.0,13342.651519747633,42071.079814012744,37873.07830702045,720952.7057669796,3013.0390086619655,0.004428303610190754,0.0010000000039445248
8,2185.4059981328724,5.630859861769273e+42,5.575818057557509e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.0011954152680181726,0.00046490000386256725,1569.6726439999984,8,0.0,6744.535580656979,43326.685007022206,672.4813871531868,8173.030712621633,1569.1338112755934,0.0042982539361198085,0.0010000000073546393
9,2185.4059981328724,5.1482147307604776e+42,5.333831564703923e+43,2185.4059981328724,6.270839747307367e+44,2,0.5,0.5,0.0,0.0013665477294346896,34.390003599997726,1604.0686330000026,9,0.0,34056.76091877146,395930.96159756556,3557.168466354214,5237.5693513066935,9577.47070839602,0.00425080621189597,0.0011954152681758104
10,2132.1918330777557,4.74177672570044e+42,5.120839572317765e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.002114999657634945,10.21165050000127,1614.287667100005,0,2.434978447967141,13.57625797747064,3885.416680260007,266.08532652191303,12947.616546991409,53.214536109670064,0.0003486379073494237,0.0013665510341055393
11,2132.1918330777557,4.3948174530882127e+42,4.931479514944916e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,7.924196699997992,1622.2179833000046,1,0.0,3297.2118329807427,18400.643461492873,3355.6152225430665,104079.51554108068,1140.6724418909323,0.0061135884779355614,0.0021149996072511025
12,2132.1918330777557,4.095170808559471e+42,4.761681865550764e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.0011343554816581516,14.807596200000262,1637.0315113000033,2,0.0,27408.97101044346,334329.11736355175,574.3135387398299,5921.606603942821,6981.443696695016,0.003925974655267861,0.0010000000002142303
13,2132.1918330777557,3.833776927162058e+42,4.608295072750506e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,12.245645100003458,1649.2827502,3,0.0,6652.561524046827,6849.603095148886,56103.52283411366,1636990.0278088185,1586.2514467315916,0.004757360283183381,0.0011343555338603328
14,2132.1918330777557,3.603750311532334e+42,4.46883542477923e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,8.697589099996549,1657.9862384000007,4,0.0,2796.892750682229,33208.14766966371,30795.20172758603,373659.37093179853,708.1048449286932,0.003949828575066988,0.0009999999787366908
15,2132.1918330777557,3.399764444841825e+42,4.341315468305345e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,9.445343899998988,1667.4372415000034,5,0.0,1482.4863712484664,20163.49820120523,11242.646392911865,152570.07098667274,388.002650637587,0.003820815060861456,0.000999999936089666
16,2132.1918330777557,3.2176342067252984e+42,4.2241233995616965e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.002045237415635491,0.00045530000352300704,1667.443256999999,6,0.0,352.4509727481484,14985.018296635111,3688.9933748772237,25552.460450209925,169.31102697830642,0.0020816776025609405,0.0009999998029265442
17,2132.1918330777557,3.054025687739266e+42,4.1159364480734974e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,15.171631700002763,1682.6212142000004,7,0.0,0.0,0.0,107946.77766499935,2586844.5012956257,0.001,0.0,0.0
18,2132.1918330777557,2.9062502512357534e+42,4.0156574818550866e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,12.681406000003335,1695.3083048000044,8,0.0,5324.661906067652,48047.91813603532,68594.9488817303,2527504.902223511,1283.9297646017567,0.0041471598001918426,0.0009999999918948747
19,2132.1918330777557,2.772115624255642e+42,3.9223678181773473e+43,2132.1918330777557,6.270839747307367e+44,4,0.25,0.25,0.0,0.001,8.641817199997604,1703.9556725000002,9,0.0,19.2725370999904,4844.806727485229,29120.969850117006,478427.8761324052,48.63935591367841,0.00039623339441894673,0.0010000021218118235
