individual_id,T,alpha,eta,fitness
0,33,0.030303030303030304,0.030303030303030304,2686.6991917889427
1,53,0.018867924528301886,0.018867924528301886,3432.8015743632477
2,115,0.008695652173913044,0.008695652173913044,10132.732868129995
3,162,0.006172839506172839,0.006172839506172839,37810.27276373817
4,238,0.004201680672268907,0.004201680672268907,1329429.7978430565
5,345,0.002898550724637681,0.002898550724637681,2133457021.6038108
6,57,0.017543859649122806,0.017543859649122806,3522.7362750405923
7,189,0.005291005291005291,0.005291005291005291,127584.32808768497
8,258,0.003875968992248062,0.003875968992248062,4396310.446867817
9,61,0.01639344262295082,0.01639344262295082,4028.7058683644686
10,277,0.0036101083032490976,0.0036101083032490976,13759753.212558806
11,115,0.008695652173913044,0.008695652173913044,10132.732868129995
12,351,0.002849002849002849,0.002849002849002849,3735110167.618507
13,110,0.00909090909090909,0.00909090909090909,9136.08986832971
14,247,0.004048582995951417,0.004048582995951417,2073460.8807066293
15,275,0.0036363636363636364,0.0036363636363636364,12550904.251308223
16,125,0.008,0.008,13633.571958718136
17,51,0.0196078431372549,0.0196078431372549,3425.4416733570756
18,100,0.01,0.01,7393.247837913832
19,115,0.008695652173913044,0.008695652173913044,10132.732868129995
