T,fitness
733,2.5287085142626635e+29
811,3.210925104479792e+34
133,18795.232908076734
355,4880257154.767728
777,1.4980803769413383e+32
115,10234.050079734332
452,37271197488112.914
940,1.2103833972794613e+44
879,2.980151115429556e+39
345,2079722810.3584344
576,6.4100415334754435e+19
153,32906.1551982077
950,6.876449449847119e+44
602,1.6804784047294104e+21
162,42490.671792781635
238,1297741.5821036836
422,2050811101526.4656
511,2.63015423852805e+16
660,4.1728955247912835e+24
285,24571132.342535406
2,2211.0743394849474
2,2211.0743394849474
447,22469475989400.457
1000,5.593130001497427e+48
2,2211.0743394849474
115,10234.050079734332
176,73652.75887677522
179,86512.33751384496
176,73652.75887677522
168,53201.19099293913
226,687636.7401058577
169,53796.493852178755
45,3460.172640482976
2,2211.0743394849474
2,2211.0743394849474
20,2589.9440617311225
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
40,3182.5779233261133
39,3100.242572188824
11,2349.1507927704315
25,2815.593376319734
6,2177.034346614881
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
43,3296.583271490377
2,2211.0743394849474
2,2211.0743394849474
3,2233.5130625159886
21,2554.5101287791817
4,2268.9641772325326
23,2606.2530251013904
42,3009.660613201428
10,2322.265896104713
2,2211.0743394849474
53,3438.314452682181
2,2211.0743394849474
41,3118.0618981688067
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
47,3292.135184857327
11,2349.1507927704315
2,2211.0743394849474
6,2177.034346614881
6,2177.034346614881
43,3296.583271490377
22,2708.8214987628603
2,2211.0743394849474
2,2211.0743394849474
37,2950.9027084856343
2,2211.0743394849474
19,2634.0831400335533
27,2734.25309660178
2,2211.0743394849474
61,4106.214116401734
12,2503.263469904646
6,2177.034346614881
43,3296.583271490377
55,3724.278117754999
5,2144.508643874034
14,2494.6321276077606
39,3100.242572188824
2,2211.0743394849474
29,2728.554461192151
24,2724.8382890829685
15,2474.0331064245343
2,2211.0743394849474
6,2177.034346614881
6,2177.034346614881
11,2349.1507927704315
44,3218.6697468631137
29,2728.554461192151
2,2211.0743394849474
9,2375.822618032334
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
28,2823.0061705959743
7,2274.0057157855695
6,2177.034346614881
31,2903.6005957955977
6,2177.034346614881
2,2211.0743394849474
68,4433.861386193494
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
35,3073.62330132212
24,2724.8382890829685
2,2211.0743394849474
2,2211.0743394849474
5,2144.508643874034
2,2211.0743394849474
40,3182.5779233261133
8,2322.051213498666
38,3004.454273665933
2,2211.0743394849474
2,2211.0743394849474
29,2728.554461192151
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
31,2903.6005957955977
6,2177.034346614881
9,2375.822618032334
2,2211.0743394849474
2,2211.0743394849474
2,2211.0743394849474
27,2734.25309660178
2,2211.0743394849474
48,3300.058810493796
20,2589.9440617311225
20,2589.9440617311225
2,2211.0743394849474
16,2410.869701495687
6,2177.034346614881
