T,fitness
733,1.7813241789973128e+29
811,3.2669723584927843e+34
133,15914.457245809619
355,4667636905.797625
777,1.4677130998078337e+32
115,9673.177081141059
452,46550622815713.234
940,1.459313424833367e+44
879,2.763219549297859e+39
345,2056967881.38584
576,6.2919239197710115e+19
153,32064.502840038138
950,5.8530645479732195e+44
602,1.9447244336289205e+21
162,42796.098507001916
238,1202619.4296538727
422,1873507441159.2612
511,2.366596876631469e+16
660,4.1810522348936913e+24
285,23680042.28604866
