iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,mu,Sigma,step_time,cum_time,no_improvement_count,relative_change_pct,g_prime_norm,G_prime_norm,g_norm,G_norm,lambda,delta_mu_norm,delta_Sigma_norm
-1,2597.6310371717323,70699750612655.22,215356735032610.62,2597.6310371717323,875276505093805.9,115,0.008695652173913044,0.008695652173913044,0.11322645290581163,0.25,0.0,0.0,0,0.0,,,,,,,
0,1884.4330247036628,44239849198880.42,173647733206490.34,1884.4330247036628,875276505093805.9,2,0.5,0.5,0.0,0.001,266.1179502999985,1633.7609857000025,0,27.455708769348185,948919290354.543,667757950163.5669,57368.55756547066,94103.12242376908,3747329375082.0176,0.06330637070925837,0.25
1,1652.6369402405658,32174435781505.523,149392241049191.3,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.0,0.001,64.33625709999978,1698.1055833000028,0,12.300574306669679,1884.3535695353582,37413.08152587761,10412.127358207365,613342.9872936615,563.4847478613917,0.003344107496527019,0.0010000000237173857
2,1652.6369402405658,25279913828713.594,133078537347182.53,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.015622436069680487,0.001,23.19282100000055,1721.3035799999998,1,0.0,412.2011532900386,44417.645105167416,1562.2436069680487,25203.269879235253,453.6389469208277,0.0009086546824933272,0.001000000024814534
3,1652.6369402405658,20818752565143.16,121150719996615.06,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.0,0.001,60.96697139999742,1782.2766336000022,2,0.0,3730.819952029225,2595.390357200222,1761.5942938253372,507.57840295130086,834.644499378837,0.00446995092492803,0.0010000002308179115
4,1652.6369402405658,17695939680645.574,111942545623975.36,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.013377258364919173,0.001,6.246132700001908,1788.5281920000016,3,0.0,1569.3351028971535,11544.610320739543,1337.725836491917,26816.151827147285,369.41801175953253,0.004248128279885305,0.0010000001172395965
5,1652.6369402405658,15387773635580.576,104556948027204.19,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.0020361536916572217,0.0014587357265054778,45.52118809999956,1834.0546552000014,4,0.0,11728.83433732167,427000.1844509095,1134.110467326195,15723.243455741525,5011.113876226155,0.0023405643190314387,0.0010000000002336844
6,1652.6369402405658,13612261293220.105,98462792844605.03,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.0,0.001,30.508493499997712,1864.568009100003,5,0.0,7.504381148824308,19410.10992587264,792.9479794662124,45701.68200572547,283.1494614038359,3.8661238599726065e-05,0.0014587355937953465
7,1652.6369402405658,12204096332039.494,93323009135303.03,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.0,0.001,51.79072429999724,1916.3637011000028,6,0.0,2385.2076571429266,57614.701922652,294.7943834841596,45028.6010638816,785.1171955555744,0.0030380275334877817,0.0010000000110536474
8,1652.6369402405658,11059962301085.678,88912047047189.23,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.00367635430307263,0.001,6.626217200002429,1922.9955760000012,7,0.0,476.84597375348267,3063.24357765067,367.635430307263,14570.816490605273,110.93946073371954,0.004298253935586015,0.0009999985286965104
9,1652.6369402405658,10111965532575.28,85072537350951.67,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.009166009446788522,0.001,31.801848700000846,1954.8031715000034,8,0.0,5670.557706721946,49426.22469923141,548.9655143715893,59880.79209434939,1360.9086970397489,0.004166743675762295,0.0010000000074334339
10,1652.6369402405658,9313652464352.562,81690899994804.05,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.016379198448217606,0.001,6.321301399999356,1961.1320184000033,9,0.0,465.19332634746837,27095.31918127963,721.3189001429082,58932.57016562338,290.23435685815787,0.0016028196364043406,0.0009999999364188844
11,1652.6369402405658,8632165698801.361,78682832039565.1,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.033081656648323424,0.001,26.54436700000224,1987.6813613000013,10,0.0,308.4506823386497,34021.85430920841,1670.2458200105816,67157.01783831649,347.1394472072728,0.0008885497883091114,0.000999999957664027
12,1652.6369402405658,8043608946738.14,75984270451202.14,1652.6369402405658,875276505093805.9,6,0.16666666666666666,0.16666666666666666,0.01290776178317599,0.001,55.262793100002455,2042.9498482000017,11,0.0,7576.768201495956,95573.8978536458,2017.389486514743,21273.81885586024,1945.2086052048799,0.0038950928867904013,0.001000000002689509
