T,fitness
733,1.709873823611554e+29
811,3.338326897505959e+34
133,14938.128015629922
355,4301269056.562901
777,1.4130117482528839e+32
115,10211.298566857342
452,42194667218828.195
940,1.0110158904450578e+44
879,2.452341504839582e+39
345,2281867712.639636
576,6.0929305826600395e+19
153,29429.536625795394
950,6.036219117137836e+44
602,1.6721591575619444e+21
162,41374.72347937665
238,1306552.8893104626
422,2284691414224.506
511,2.3197217916566324e+16
660,4.101896588419738e+24
285,23664902.83791689
