individual_id,T,alpha,eta,fitness
0,21,0.047619047619047616,0.047619047619047616,2511.148140819153
1,21,0.047619047619047616,0.047619047619047616,2511.148140819153
2,20,0.05,0.05,2541.7611186375225
3,19,0.05263157894736842,0.05263157894736842,2551.753717551691
4,22,0.045454545454545456,0.045454545454545456,2574.5162481543757
