individual_id,T,alpha,eta,fitness
0,5,0.2,0.2,1679.3258925627204
1,5,0.2,0.2,1679.3258925627204
2,8,0.125,0.125,1732.8703916430575
3,4,0.25,0.25,1744.7997904431634
4,4,0.25,0.25,1744.7997904431634
5,8,0.125,0.125,1732.8703916430575
6,4,0.25,0.25,1744.7997904431634
7,5,0.2,0.2,1679.3258925627204
8,9,0.1111111111111111,0.1111111111111111,1720.1940336716568
9,4,0.25,0.25,1744.7997904431634
10,8,0.125,0.125,1732.8703916430575
11,9,0.1111111111111111,0.1111111111111111,1720.1940336716568
12,4,0.25,0.25,1744.7997904431634
13,5,0.2,0.2,1679.3258925627204
14,4,0.25,0.25,1744.7997904431634
15,4,0.25,0.25,1744.7997904431634
16,4,0.25,0.25,1744.7997904431634
17,5,0.2,0.2,1679.3258925627204
18,5,0.2,0.2,1679.3258925627204
19,8,0.125,0.125,1732.8703916430575
