iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,step_time,cum_time,no_improvement_count,relative_change_pct
-1,2705.046576235523,70807066898659.66,212894317972394.72,2705.046576235523,841157268119513.8,115,0.008695652173913044,0.008695652173913044,0.0,0.0,0,0.0
0,2384.6349807774022,1916075953.879908,8349692731.220228,2384.6349807774022,38311542052.66414,102,0.00980392156862745,0.00980392156862745,350.9900560999522,1413.4308987000259,0,11.844956692169841
1,2350.1362781527223,11719.618949934582,26358.104098734835,2350.1362781527223,106441.82375970577,96,0.010416666666666666,0.010416666666666666,145.2106974000344,1558.6446979000466,0,1.4467078988094522
2,2263.11924528519,2453.524213551793,246.99178467694603,2263.11924528519,3446.5775246862895,95,0.010526315789473684,0.010526315789473684,33.15898990002461,1591.8053863000823,0,3.702637743881396
3,2035.111317725685,2354.5197966107426,154.1198324957413,2035.111317725685,2932.17197781996,74,0.013513513513513514,0.013513513513513514,33.23844859993551,1625.0457726999884,0,10.074940948627404
4,2016.557644685604,2318.6799247814097,181.28371074861633,2016.557644685604,2788.5378338470027,69,0.014492753623188406,0.014492753623188406,74.9287795999553,1699.9768378000008,0,0.9116785346570396
5,1960.5422331208188,2185.916703129731,205.19225707917698,1960.5422331208188,2821.907139613084,64,0.015625,0.015625,30.001515200012363,1729.9802175000077,0,2.777773881763661
6,1950.5299832034025,2035.1354371503307,87.80183387371058,1950.5299832034025,2235.776001387966,65,0.015384615384615385,0.015384615384615385,8.323820400051773,1738.3058413000545,0,0.5106877958695459
7,1950.5299832034025,1979.9339350470975,32.7476245093956,1950.5299832034025,2059.124670514108,65,0.015384615384615385,0.015384615384615385,17.04366950003896,1755.351550100022,1,0.0
8,1825.646188348398,1999.6767278668551,147.3761659232839,1825.646188348398,2244.968128993387,32,0.03125,0.03125,39.434596900013275,1794.787826100015,0,6.402557045029616
9,1825.646188348398,1904.5940493616454,94.83923316604762,1825.646188348398,2263.11924528519,32,0.03125,0.03125,25.347313200007193,1820.1371457000496,1,0.0
10,1771.5204700169459,1831.6452202570795,21.234822165180805,1771.5204700169459,1867.9604568728755,29,0.034482758620689655,0.034482758620689655,24.877302000066265,1845.0163540000794,0,2.9647430414990716
11,1744.7997904431634,1835.7838602917775,67.22902871980183,1744.7997904431634,2001.3080125385259,4,0.25,0.25,55.73542050004471,1900.753813300049,0,1.508347209418748
12,1744.7997904431634,1790.89794746445,67.15133732342107,1744.7997904431634,2001.3080125385259,4,0.25,0.25,5.972751899971627,1906.7286407999927,1,0.0
13,1744.7997904431634,1754.2093189598704,25.01584111211764,1744.7997904431634,1858.316654099508,4,0.25,0.25,0.0003236999036744237,1906.7307945999783,2,0.0
14,1679.3258925627204,1743.793237235867,17.77996187784511,1679.3258925627204,1790.142624177682,5,0.2,0.2,5.036788099911064,1911.7693536999868,0,3.7525163768969296
15,1679.3258925627204,1749.0076170807483,41.31223410296048,1679.3258925627204,1858.316654099508,5,0.2,0.2,4.783860599971376,1916.5552698000101,1,0.0
16,1679.3258925627204,1720.3111656418587,27.845342235547662,1679.3258925627204,1744.7997904431634,5,0.2,0.2,4.9641019001137465,1921.5215831000824,2,0.0
17,1679.3258925627204,1699.4387084391503,25.17438425685112,1679.3258925627204,1744.7997904431634,5,0.2,0.2,0.0005146999610587955,1921.5245649999706,3,0.0
18,1646.278574044963,1688.3077305357704,23.867058382264936,1646.278574044963,1744.7997904431634,7,0.14285714285714285,0.14285714285714285,5.18408419995103,1926.7104753999738,0,1.9678919180675352
19,1646.278574044963,1684.970698787784,40.97844951409036,1646.278574044963,1858.316654099508,7,0.14285714285714285,0.14285714285714285,0.00027169997338205576,1926.7125318000326,1,0.0
