iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2597.6310371717323,115,2597.6310371717323,initial,1.0,True,0.0004672000650316477,0.0004683000734075904,0
1,2,1884.4330247036628,2,1884.4330247036628,transformer,0.95,True,4.47999918833375e-05,0.000516100088134408,0
2,2,1884.4330247036628,106,2446.347572525201,transformer,0.9025,False,3.1100003980100155e-05,0.0012339000822976232,1
3,2,1884.4330247036628,2,1884.4330247036628,transformer,0.8573749999999999,False,3.0399998649954796e-05,0.0016095000319182873,2
4,2,1884.4330247036628,326,59625.8795951802,exploration,0.8145062499999999,False,35.70429159991909,35.7064442000119,3
5,2,1884.4330247036628,572,74188973.35406938,exploration,0.7737809374999999,False,64.14401569997426,99.85083080001641,4
6,2,1884.4330247036628,158,3734.4716905410473,exploration,0.7350918906249998,False,1.7400016076862812e-05,99.8512461000355,5
7,2,1884.4330247036628,2,1884.4330247036628,transformer,0.6983372960937497,False,2.5300076231360435e-05,99.85155950009357,6
8,2,1884.4330247036628,425,660924.8023000739,transformer,0.6634204312890623,False,44.63508129992988,144.48723269999027,7
9,2,1884.4330247036628,72,2091.1465182626644,exploration,0.6302494097246091,False,9.637306699994951,154.1248999000527,8
10,2,1884.4330247036628,2,1884.4330247036628,transformer,0.5987369392383786,False,3.630004357546568e-05,154.12525010004174,9
11,2,1884.4330247036628,2,1884.4330247036628,transformer,0.5688000922764596,False,2.6999972760677338e-05,154.1258745000232,10
12,2,1884.4330247036628,322,56177.790637972226,transformer,0.5403600876626365,False,34.51935750001576,188.64578260004055,11
13,2,1884.4330247036628,2,1884.4330247036628,transformer,0.5133420832795047,False,7.940002251416445e-05,188.64651340001728,12
14,2,1884.4330247036628,2,1884.4330247036628,transformer,0.48767497911552943,False,3.430002834647894e-05,188.64703560003545,13
15,40,1851.62348457897,40,1851.62348457897,transformer,0.46329123015975293,True,7.7221087999641895,196.36968080000952,0
16,40,1851.62348457897,347,96684.53071785631,exploration,0.44012666865176525,False,35.78802530001849,232.1579969000304,1
17,40,1851.62348457897,954,1029643275582358.0,exploration,0.41812033521917696,False,109.29451629996765,341.45288400002755,2
18,40,1851.62348457897,298,33233.926259187,transformer,0.3972143184582181,False,31.548499000025913,373.0018440000713,3
19,40,1851.62348457897,455,1677430.7664667089,exploration,0.37735360253530714,False,50.16873489995487,423.1709294000175,4
20,40,1851.62348457897,711,14671188973.79843,exploration,0.35848592240854177,False,77.60083070001565,500.7721700000111,5
