time,best_perplexity_mean,best_perplexity_std,num_runs
0.000273699988611,10189.744062310205,478.92666362517815,10
10.000273699988611,6998.031149568361,4112.581997557567,10
20.00027369998861,6998.031149568361,4112.581997557567,10
30.00027369998861,6645.184317187093,3980.0694109537308,10
40.00027369998861,5636.324815052938,3796.4607123575247,10
50.00027369998861,5179.065262409378,3768.6856244590913,10
60.00027369998861,5171.111253297222,3775.447654144785,10
70.00027369998861,4361.827162924235,3426.2360835046206,10
80.00027369998861,4361.827162924235,3426.2360835046206,10
90.00027369998861,3506.387057907472,2635.9295546689045,10
100.00027369998861,2610.934158222122,1340.8585215155142,10
110.00027369998861,2610.934158222122,1340.8585215155142,10
120.00027369998861,2610.934158222122,1340.8585215155142,10
130.0002736999886,2610.934158222122,1340.8585215155142,10
140.0002736999886,2610.934158222122,1340.8585215155142,10
150.0002736999886,2610.934158222122,1340.8585215155142,10
160.0002736999886,2607.7620325694907,1341.8465129736808,10
170.0002736999886,2607.7620325694907,1341.8465129736808,10
180.0002736999886,2607.7620325694907,1341.8465129736808,10
190.0002736999886,2607.7620325694907,1341.8465129736808,10
200.0002736999886,2607.7620325694907,1341.8465129736808,10
210.0002736999886,2607.7620325694907,1341.8465129736808,10
220.0002736999886,2607.7620325694907,1341.8465129736808,10
230.0002736999886,2607.7620325694907,1341.8465129736808,10
240.0002736999886,2607.7620325694907,1341.8465129736808,10
250.0002736999886,2607.7620325694907,1341.8465129736808,10
260.0002736999886,2607.7620325694907,1341.8465129736808,10
270.0002736999886,2607.7620325694907,1341.8465129736808,10
280.0002736999886,2607.7620325694907,1341.8465129736808,10
290.0002736999886,2368.1690324634637,584.9623903410134,10
300.0002736999886,2368.1690324634637,584.9623903410134,10
310.0002736999886,2368.1690324634637,584.9623903410134,10
320.0002736999886,2368.1690324634637,584.9623903410134,10
330.0002736999886,2368.1690324634637,584.9623903410134,10
340.0002736999886,2368.1690324634637,584.9623903410134,10
350.0002736999886,2184.545937364734,40.17302752018585,10
360.0002736999886,2184.545937364734,40.17302752018585,10
370.0002736999886,2184.545937364734,40.17302752018585,10
380.0002736999886,2184.545937364734,40.17302752018585,10
390.0002736999886,2184.545937364734,40.17302752018585,10
400.0002736999886,2184.545937364734,40.17302752018585,10
410.0002736999886,2184.545937364734,40.17302752018585,10
420.0002736999886,2184.545937364734,40.17302752018585,10
430.0002736999886,2184.545937364734,40.17302752018585,10
440.0002736999886,2184.545937364734,40.17302752018585,10
450.0002736999886,2184.545937364734,40.17302752018585,10
460.0002736999886,2184.545937364734,40.17302752018585,10
470.0002736999886,2184.545937364734,40.17302752018585,10
480.0002736999886,2184.545937364734,40.17302752018585,10
490.0002736999886,2184.545937364734,40.17302752018585,10
