time,best_perplexity_mean,best_perplexity_std,num_runs
0.00032510003075,2604.0874738773455,51.34854679858547,10
10.00032510003075,2277.0293431581867,392.89109803274806,10
20.00032510003075,2277.0293431581867,392.89109803274806,10
30.00032510003075,2239.0099995348924,377.9123567316469,10
40.00032510003075,2239.0099995348924,377.9123567316469,10
50.00032510003075,2187.032419124832,354.61616909126803,10
60.00032510003075,2105.653142334185,337.58111140543235,10
70.00032510003075,2104.0604969873816,338.8328972670002,10
80.00032510003075,2038.8010811299282,314.0888529866296,10
90.00032510003075,2038.7203123391077,314.14102971399984,10
100.00032510003075,2038.7203123391077,314.14102971399984,10
110.00032510003075,2038.7203123391077,314.14102971399984,10
120.00032510003075,1991.7328483611116,283.723909742254,10
130.00032510003075,1874.8713751999053,147.8447870337812,10
140.00032510003075,1874.8713751999053,147.8447870337812,10
150.00032510003075,1859.435244909148,157.58007002202197,10
160.00032510003075,1859.435244909148,157.58007002202197,10
170.00032510003075,1859.435244909148,157.58007002202197,10
180.00032510003075,1859.435244909148,157.58007002202197,10
190.00032510003075,1858.8576321710366,157.48881892425197,10
200.00032510003075,1856.1542908966785,157.34314737251114,10
210.00032510003075,1856.1542908966785,157.34314737251114,10
220.00032510003075,1856.1542908966785,157.34314737251114,10
230.00032510003075,1856.1542908966785,157.34314737251114,10
240.00032510003075,1856.1542908966785,157.34314737251114,10
250.00032510003075,1856.1542908966785,157.34314737251114,10
260.00032510003075,1856.1542908966785,157.34314737251114,10
270.00032510003075,1856.1542908966785,157.34314737251114,10
280.00032510003075,1856.1542908966785,157.34314737251114,10
290.00032510003075,1856.1542908966785,157.34314737251114,10
300.00032510003075,1856.1542908966785,157.34314737251114,10
310.00032510003075,1856.1542908966785,157.34314737251114,10
320.00032510003075,1856.1542908966785,157.34314737251114,10
330.00032510003075,1856.1542908966785,157.34314737251114,10
340.00032510003075,1856.1542908966785,157.34314737251114,10
350.00032510003075,1856.1542908966785,157.34314737251114,10
360.00032510003075,1856.1542908966785,157.34314737251114,10
370.00032510003075,1856.1542908966785,157.34314737251114,10
380.00032510003075,1828.0089965034979,104.33706524940825,10
390.00032510003075,1828.0089965034979,104.33706524940825,10
400.00032510003075,1828.0089965034979,104.33706524940825,10
410.00032510003075,1828.0089965034979,104.33706524940825,10
420.00032510003075,1828.0089965034979,104.33706524940825,10
430.00032510003075,1828.0089965034979,104.33706524940825,10
440.00032510003075,1828.0089965034979,104.33706524940825,10
450.00032510003075,1828.0089965034979,104.33706524940825,10
460.00032510003075,1814.7383194273784,108.4137774307338,10
470.00032510003075,1809.5491607611978,103.79286465219698,10
480.00032510003075,1809.5491607611978,103.79286465219698,10
490.00032510003075,1809.5491607611978,103.79286465219698,10
500.00032510003075,1809.5491607611978,103.79286465219698,10
510.00032510003075,1809.5491607611978,103.79286465219698,10
520.0003251000308,1809.5491607611978,103.79286465219698,10
530.0003251000308,1809.5491607611978,103.79286465219698,10
540.0003251000308,1809.5491607611978,103.79286465219698,10
550.0003251000308,1809.5491607611978,103.79286465219698,10
560.0003251000308,1809.5491607611978,103.79286465219698,10
570.0003251000308,1809.5491607611978,103.79286465219698,10
580.0003251000308,1809.5491607611978,103.79286465219698,10
590.0003251000308,1809.5491607611978,103.79286465219698,10
600.0003251000308,1809.5491607611978,103.79286465219698,10
610.0003251000308,1809.5491607611978,103.79286465219698,10
620.0003251000308,1809.5491607611978,103.79286465219698,10
630.0003251000308,1809.5491607611978,103.79286465219698,10
640.0003251000308,1809.5491607611978,103.79286465219698,10
650.0003251000308,1809.5491607611978,103.79286465219698,10
660.0003251000308,1809.5491607611978,103.79286465219698,10
