time,best_perplexity_mean,best_perplexity_std,num_runs
0.0,2604.0874738773455,51.34854679858547,10
10.0,2600.657989850002,50.31532171619467,10
20.0,2597.228505822658,49.67210219914545,10
30.0,2593.7990217953147,49.43411444297412,10
40.0,2590.369537767971,49.607191021466896,10
50.0,2586.9400537406273,50.18707929059112,10
60.0,2583.5105697132835,51.159947720852784,10
70.0,2580.0810856859403,52.50395575841151,10
80.0,2576.6516016585965,54.19149643774931,10
90.0,2573.2221176312532,56.19162747638217,10
100.0,2569.792633603909,58.47227981810654,10
110.0,2566.363149576566,61.001998428001585,10
120.0,2562.933665549222,63.75114048935451,10
130.0,2559.5041815218783,66.69257688511858,10
140.0,2556.074697494535,69.80200216227341,10
150.0,2552.6452134671913,73.05797010968148,10
160.0,2549.215729439848,76.44175746038773,10
170.0,2545.786245412504,79.93713384353305,10
180.0,2542.35676138516,83.53009186518113,10
190.0,2537.6720696164984,86.33823726601017,10
200.0,2532.234611618404,89.00621195504185,10
210.0,2526.79715362031,92.09061549246589,10
220.0,2518.9452336353174,93.86558318506094,10
230.0,2509.7607440182674,95.97806130063334,10
240.0,2500.5762544012173,99.46779525362963,10
250.0,2491.391764784167,104.19649625319065,10
260.0,2482.207275167117,110.0045038509682,10
270.0,2472.729605424104,117.11315913692762,10
280.0,2460.004853173691,121.5274228241452,10
290.0,2450.649268794078,122.96633780542538,10
300.0,2441.3168548215026,125.35625927066145,10
310.0,2431.9844408489275,128.66767715547283,10
320.0,2424.892312001966,131.01478876664095,10
330.0,2418.3896596392783,133.68925853984757,10
340.0,2410.800171373535,137.76948949532493,10
350.0,2401.5785340476214,143.4397543867148,10
360.0,2391.952474459401,150.05376247134433,10
370.0,2384.3817859544874,155.76215224882714,10
380.0,2376.502595955936,161.68685093447712,10
390.0,2367.0537029762777,166.4912234603103,10
400.0,2357.979749422013,171.61166282992662,10
410.0,2317.909351848495,210.61096150973074,10
420.0,2282.5819343657054,253.98244644573333,10
430.0,2276.4176965654488,255.80430437299663,10
440.0,2270.2534587651917,258.16605861924023,10
450.0,2266.5891645496904,257.9598129276416,10
460.0,2263.540957682155,255.34445287992457,10
470.0,2259.8933178516368,252.43828374042744,10
480.0,2252.117817065815,255.50600142163498,10
490.0,2229.6156777930837,267.58504383127064,10
500.0,2200.7855756248823,286.54209611875444,10
510.0,2180.478662922744,299.7057663313062,10
520.0,2172.760518204741,299.2567426931791,10
530.0,2163.4084912034846,295.38248399482706,10
540.0,2149.714426392713,291.7315538719149,10
550.0,2135.453281361938,290.5252231135283,10
560.0,2119.8220878956618,292.9946629808383,10
570.0,2112.048715927832,291.78950589173996,10
580.0,2101.9646746904855,291.8626168191332,10
590.0,2086.175211862242,292.7027891666424,10
600.0,2068.4358811086613,292.9823149957117,10
610.0,2052.49539832783,288.07573999404053,10
620.0,2040.5989263803058,281.5771336935502,10
630.0,2023.259272800303,265.9825638517363,10
640.0,2010.114816459789,254.09875320307742,10
650.0,1996.682624951293,242.5110134702596,10
660.0,1986.6747327422024,237.8284680522558,10
670.0,1977.735030493448,238.50975433120172,10
680.0,1972.4355364400249,241.93939831195735,10
690.0,1965.0373522072168,237.99449219800863,10
700.0,1944.1262899803728,214.37286898807153,10
710.0,1912.0386862132732,182.6401852745619,10
720.0,1886.2923895793276,170.2132843845005,10
730.0,1881.964576189488,170.97124663205787,10
740.0,1880.0655617439345,171.3133328010882,10
750.0,1878.74642083991,171.38197804176997,10
760.0,1869.3638679367336,169.34140849107402,10
770.0,1853.9737786756662,170.92983255687085,10
780.0,1842.7527906987955,175.46194900664872,10
790.0,1835.805794109739,175.66383263348527,10
800.0,1823.002272486845,177.59726910630894,10
810.0,1817.8937415004614,179.77858039356713,10
820.0,1810.1126705475206,177.6932262232417,10
830.0,1798.490463053732,176.06526452955404,10
840.0,1792.3898587832086,177.58436626414428,10
850.0,1785.626015757652,180.83788169332942,10
860.0,1785.0197438597504,181.2435658787441,10
870.0,1782.3212839058765,183.28176119857633,10
880.0,1781.371088804815,183.57637566528294,10
890.0,1776.3456026112813,185.93608053012525,10
900.0,1776.3456026112813,185.93608053012525,10
910.0,1776.3456026112813,185.93608053012525,10
