iteration,best_perplexity_mean,best_perplexity_std,T_best_mean,T_best_std,step_time_mean,step_time_std,cum_time_mean,cum_time_std
0,10189.744062310205,478.92666362517815,115.0,0.0,0.0,0.0,0.0,0.0
1,2184.545937364734,40.17302752018585,2.0,0.0,235.32432715000104,54.62492525886678,235.32432715000104,54.62492525886678
2,2167.880438003119,38.65727082605663,3.8,1.9888578520235065,35.52348261000079,16.21721125381949,270.84780976000184,16.21721125381949
3,2159.9219532923053,24.135337831488922,4.2,2.573367875415838,31.11205692999938,14.396105031799268,301.9598666900012,14.396105031799268
4,2159.9219532923053,24.135337831488922,4.2,2.573367875415838,28.954025200000977,11.139158906927584,330.91389189000216,11.139158906927584
5,2159.132142229934,23.993629088958315,4.4,2.5473297566057065,27.310790389999603,10.79480515206919,358.2246822800018,10.79480515206919
6,2155.8791033581833,23.497015928858225,4.1,2.4244128727957577,26.913081580001382,14.33733756025104,385.1377638600032,14.33733756025104
7,2155.8791033581833,23.497015928858225,4.1,2.4244128727957577,22.083572450000066,7.345430179487818,407.22133631000327,7.345430179487818
8,2155.8791033581833,23.497015928858225,4.1,2.4244128727957577,25.87277512000037,17.18753897910799,433.09411143000364,17.18753897910799
9,2155.8791033581833,23.497015928858225,4.1,2.4244128727957577,11.684067040001537,7.752015607623082,444.7781784700052,7.752015607623082
10,2155.8791033581833,23.497015928858225,4.1,2.4244128727957577,20.542267909999644,11.521640883715754,465.3204463800048,11.521640883715754
11,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,16.450460420000674,10.84199199115201,481.7709068000055,10.84199199115201
12,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,15.096516059999704,7.036743538953661,496.8674228600052,7.036743538953661
13,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,31.987074489999213,22.47208893909878,528.8544973500044,22.47208893909878
14,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,17.614492730000347,8.363783659724291,546.4689900800048,8.363783659724291
15,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,16.35273061999942,8.286292624325911,562.8217207000042,8.286292624325911
16,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,11.22829837999925,10.972127320689385,574.0500190800035,10.972127320689385
17,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,17.903879730001062,9.70853237892257,591.9538988100046,9.70853237892257
18,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,11.070851479999329,12.090664937991003,603.0247502900039,12.090664937991003
19,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,6.106359270000394,6.017379364492534,609.1311095600043,6.017379364492534
20,2150.557686852672,22.048084673933115,4.3,2.3118054512532935,8.745091460000186,6.961504196794436,617.8762010200045,6.961504196794436
