iteration,best_perplexity_mean,best_perplexity_std,T_best_mean,T_best_std,step_time_mean,step_time_std,cum_time_mean,cum_time_std
0,2791.9056785575,51.88026611266609,115.0,0.0,0.0,0.0,0.0,0.0
1,2648.9909512992563,207.31144203894183,109.5,7.245688373094719,315.78373008001364,83.91052431600376,315.78373008001364,83.91052431600376
2,2461.479238598073,179.88388265567508,102.1,7.460265112953799,98.42117050996748,27.13085048288416,414.2049005899811,27.13085048288416
3,2321.603998077559,202.77317973231445,95.1,11.798775831039046,49.49478102001594,29.771389840030952,463.699681609997,29.771389840030952
4,2149.879810474146,255.97120770059465,83.6,17.056767962698366,33.807733419991564,24.28186754887781,497.5074150299886,24.28186754887781
5,2116.829237833461,273.31473037861025,80.6,18.44029404441384,26.312441360007504,20.089524002934557,523.8198563899961,20.089524002934557
6,2019.5207422324013,313.7203532646398,70.0,26.666666666666668,23.17934625997441,19.24511874682196,546.9992026499705,19.24511874682196
7,1910.059108550553,358.10193711952365,58.6,33.01582112328035,24.620034280035178,9.243412716872413,571.6192369300056,9.243412716872413
8,1887.5486300658788,364.2281761687884,55.9,34.07002592700315,12.48427944999421,12.220881593727682,584.1035163799999,12.220881593727682
9,1856.1139597128506,344.8561925543609,52.7,33.410078319772516,16.810180400020908,8.713878319270824,600.9136967800208,8.713878319270824
10,1658.9364052205572,252.19965918396784,35.5,27.88169451250926,21.603157529979946,14.244603576651008,622.5168543100008,14.244603576651008
11,1580.6817081597292,267.77800612879366,27.5,29.27361345041716,23.754458589991554,16.483404527543833,646.2713128999924,16.483404527543833
12,1570.70350940043,257.4986833944573,27.3,28.948421565106297,12.130772679962684,8.878707207281636,658.402085579955,8.878707207281636
13,1538.3812096831039,252.8567862451793,24.1,29.422025007731122,6.434766159998253,7.330060153990631,664.8368517399533,7.330060153990631
14,1493.849779401598,196.8829479337578,17.5,21.88987589427283,7.212450689997058,9.000925141266293,672.0493024299503,9.000925141266293
15,1473.114703742091,162.98518557695917,13.9,15.786421732334125,11.518619930022396,16.50789015081971,683.5679223599727,16.50789015081971
16,1435.69604083851,145.66226353616554,11.0,14.817407180595245,8.813040310016367,11.877326615981694,692.3809626699891,11.877326615981694
17,1408.709215614485,129.6043245266326,9.0,14.30617582258329,4.911586539982818,6.04067614242605,697.292549209972,6.04067614242605
18,1378.8088615232646,104.88412601101786,5.9,11.637582795981878,6.279752140003256,8.010765797120722,703.5723013499752,8.010765797120722
19,1378.8088615232646,104.88412601101786,5.9,11.637582795981878,4.43743817001814,5.850528563931078,708.0097395199933,5.850528563931078
20,1378.8088615232646,104.88412601101786,5.9,11.637582795981878,2.086181930010207,3.572664655476941,710.0959214500035,3.572664655476941
