iteration,best_perplexity_mean,best_perplexity_std,T_best_mean,T_best_std,step_time_mean,step_time_std,cum_time_mean,cum_time_std
0,2604.0874738773455,51.34854679858547,115.0,0.0,10.176797390019056,24.122757526229236,10.176797390019056,24.122757526229236
1,2239.0099995348924,377.9123567316469,68.6,55.48813687026564,18.86216734001646,23.960560781340387,29.038964730035516,23.960560781340387
2,2038.8232686328988,314.07455468402884,39.1,49.363616831292525,22.737353059998714,28.66416675622416,51.77631779003423,28.66416675622416
3,2038.7203123391077,314.14102971399984,42.9,47.62224036915712,22.04149744998431,27.73341402490104,73.81781524001853,27.73341402490104
4,2038.7203123391077,314.14102971399984,42.9,47.62224036915712,31.986147790006363,26.491588209857373,105.8039630300249,26.491588209857373
5,1967.751377725802,256.9685998771049,31.6,41.64452745159521,31.31396996998228,26.7612180500062,137.11793300000718,26.7612180500062
6,1874.8713751999053,147.8447870337812,17.2,29.619062930634534,30.657094220002183,38.94356397626028,167.77502722000938,38.94356397626028
7,1874.8713751999053,147.8447870337812,17.2,29.619062930634534,34.503598170017355,35.39440539457094,202.27862539002672,35.39440539457094
8,1859.435244909148,157.58007002202197,13.4,27.901413743552293,35.67266761999345,33.64645239828017,237.95129301002015,33.64645239828017
9,1859.435244909148,157.58007002202197,13.4,27.901413743552293,8.650617970002349,15.987809497892586,246.6019109800225,15.987809497892586
10,1831.2899505159671,105.66949995290898,10.5,18.869434425958705,14.404213800025172,29.911841305943323,261.0061247800477,29.911841305943323
11,1831.2899505159671,105.66949995290898,10.5,18.869434425958705,28.838699270004874,38.756392319202284,289.8448240500526,38.756392319202284
12,1831.2899505159671,105.66949995290898,10.5,18.869434425958705,31.91922503999667,20.955069069647827,321.76404909004924,20.955069069647827
13,1826.100791849786,101.86422026071627,4.4,4.060651288757616,3.7781098000123166,8.279321575765229,325.54215889006156,8.279321575765229
14,1826.100791849786,101.86422026071627,4.4,4.060651288757616,22.756201910006347,21.61157550193855,348.2983608000679,21.61157550193855
15,1822.819837837317,100.29289671646937,8.2,11.858424103658217,24.339106799988077,28.097082212125724,372.63746760005597,28.097082212125724
16,1822.819837837317,100.29289671646937,8.2,11.858424103658217,28.039285819989164,21.678864171743633,400.67675342004515,21.678864171743633
17,1822.819837837317,100.29289671646937,8.2,11.858424103658217,24.454510029987432,43.19434063951203,425.1312634500326,43.19434063951203
18,1809.5491607611978,103.79286465219698,9.6,11.87153458207208,46.0880010999972,38.36918819426968,471.2192645500298,38.36918819426968
19,1809.5491607611978,103.79286465219698,9.6,11.87153458207208,22.322487059992273,31.462179906531,493.54175161002206,31.462179906531
20,1818.6418241650972,103.10872815653447,10.625,13.103298385194034,22.94151346250146,35.9475887830071,516.4832650725235,35.9475887830071
