iteration,best_perplexity_mean,best_perplexity_std,T_best_mean,T_best_std,step_time_mean,step_time_std,cum_time_mean,cum_time_std
0,10189.744062310205,478.92666362517815,115.0,0.0,0.0,0.0,0.0,0.0
1,9630.102835245352,777.8194731541662,112.6,2.1705094128132942,101.10440612998791,20.96976877636192,101.10440612998791,20.96976877636192
2,9088.812095404877,743.410053859542,110.2,2.6161889160464775,49.43237014998449,16.272254838818018,150.5367762799724,16.272254838818018
3,8430.585453837286,812.9535280705084,107.8,3.9944405810520647,33.191767480014825,13.808129284201584,183.72854375998722,13.808129284201584
4,7766.4626150102995,668.0467532528971,104.7,3.400980250849256,21.010944400005975,9.666432805560513,204.7394881599932,9.666432805560513
5,7550.0504386168805,748.2241090938568,102.9,4.332051092342595,14.097349260014017,12.156529027611187,218.8368374200072,12.156529027611187
6,7131.70630387237,893.8376338776442,100.4,5.274677451960661,14.679037349985446,15.160313331040964,233.51587476999265,15.160313331040964
7,6574.734748869761,704.8778785986842,95.6,4.5995168828427575,10.523975310032256,12.969654140920962,244.0398500800249,12.969654140920962
8,6208.365170638333,594.4014122395441,92.6,4.623610902506587,13.989641640009358,12.851957980121588,258.0294917200343,12.851957980121588
9,5750.717171902781,592.1616494009696,89.8,4.871686908385363,15.1041695300024,8.538908002665309,273.1336612500367,8.538908002665309
10,5465.447800473728,290.944712422315,87.8,4.565571644870382,17.970048349979333,10.839250785570412,291.10370960001603,10.839250785570412
11,5340.083676047489,283.9543325752841,85.4,4.812021982031624,16.038717680016997,12.197796061232577,307.142427280033,12.197796061232577
12,5169.6920448318,365.22968492903624,82.3,3.6224607965059086,15.830573870008811,9.346243296079912,322.97300115004185,9.346243296079912
13,4843.198474554417,387.5157299072846,79.6,3.9496835316263,17.018052329984492,7.187336062855262,339.9910534800263,7.187336062855262
14,4620.060055546424,367.2894568153016,76.6,4.195235392680606,20.90115597001277,10.344152179732713,360.8922094500391,10.344152179732713
15,4450.522655131887,251.39088864816435,73.5,4.32691832858239,18.863900330022442,10.85163449223345,379.75610978006154,10.85163449223345
16,4281.691066563775,286.1108585527147,71.0,4.2946995755750415,12.565323900000658,10.480691557455984,392.32143368006217,10.480691557455984
17,4146.380665067197,279.6956036713611,69.1,4.121757985239901,10.362640519987327,6.108707738211262,402.6840742000495,6.108707738211262
18,3981.017303913385,316.89739439040994,66.2,6.356099432828281,10.621902259998024,9.505434920763843,413.30597646004753,9.505434920763843
19,3934.6136543932107,309.471226548657,64.8,6.7461923416925424,6.103741120034829,5.002947864206981,419.4097175800824,5.002947864206981
20,3800.069363756122,359.68670508201245,62.3,7.36432843736164,6.491185019980184,9.244319053808322,425.9009026000626,9.244319053808322
