iteration,best_perplexity_mean,best_perplexity_std,T_best_mean,T_best_std,step_time_mean,step_time_std,cum_time_mean,cum_time_std
0,2791.9056785575,51.88026611266609,115.0,0.0,0.0,0.0,0.0,0.0
1,1356.9837735976464,32.48187305154678,2.0,0.0,246.5226158899997,70.33759768215921,246.5226158899997,70.33759768215921
2,1353.1189531443863,27.757509820075168,2.1,0.31622776601683794,31.57840593000219,13.953473862150187,278.1010218200019,13.953473862150187
3,1353.1189531443863,27.757509820075168,2.1,0.31622776601683794,27.9513454300024,10.419241386032606,306.0523672500043,10.419241386032606
4,1353.1189531443863,27.757509820075168,2.1,0.31622776601683794,26.91502776999696,8.636964497818626,332.9673950200013,8.636964497818626
5,1353.1189531443863,27.757509820075168,2.1,0.31622776601683794,27.614327000000777,10.440797287231723,360.5817220200021,10.440797287231723
6,1353.1189531443863,27.757509820075168,2.1,0.31622776601683794,26.809901670000546,11.735608462067033,387.39162369000263,11.735608462067033
7,1353.1189531443863,27.757509820075168,2.1,0.31622776601683794,23.957384439995074,7.441570319984768,411.3490081299977,7.441570319984768
8,1352.063377802444,25.58394709619626,2.2,0.42163702135578385,25.66190056999767,15.425507446013647,437.01090869999535,15.425507446013647
9,1352.063377802444,25.58394709619626,2.2,0.42163702135578385,12.141071329999978,9.961057272894356,449.15198002999534,9.961057272894356
10,1352.063377802444,25.58394709619626,2.2,0.42163702135578385,10.200707239994518,7.360275477717076,459.3526872699899,7.360275477717076
11,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,11.21410268999971,9.06419774877479,470.5667899599896,9.06419774877479
12,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,18.02781044000003,7.66480724839763,488.59460039998964,7.66480724839763
13,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,14.959701559999667,11.147987624213306,503.5543019599893,11.147987624213306
14,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,14.729821910001192,7.676871708162659,518.2841238699905,7.676871708162659
15,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,15.798391289998108,6.735771007892095,534.0825151599886,6.735771007892095
16,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,13.022819010000239,7.002470945763869,547.1053341699889,7.002470945763869
17,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,16.486731619999773,11.752919891806354,563.5920657899886,11.752919891806354
18,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,12.161467760000232,8.79070793693723,575.7535335499889,8.79070793693723
19,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,9.132839560000866,5.608232653673565,584.8863731099898,5.608232653673565
20,1351.2104630855927,24.32400827701541,2.3,0.48304589153964794,9.093788330000825,8.52701450309136,593.9801614399906,8.52701450309136
