iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,9583.152346625378,115,9583.152346625378,initial,1.0,True,0.0002736999886110425,0.0002744999947026372,0
1,13,2328.7484676644594,13,2328.7484676644594,transformer,0.95,True,3.616381400031969,3.6166586000472307,0
2,13,2328.7484676644594,407,445302266115.41144,transformer,0.9025,False,30.765624499996193,34.38320110004861,1
3,13,2328.7484676644594,232,1002795.1980606694,exploration,0.8573749999999999,False,17.84814879996702,52.23180449998472,2
4,13,2328.7484676644594,232,1002795.1980606694,exploration,0.8145062499999999,False,1.6600009985268116e-05,52.23226730001625,3
5,11,2249.208376542892,11,2249.208376542892,exploration,0.7737809374999999,True,3.627256100066006,55.859885700047016,0
6,11,2249.208376542892,795,2.5835924648044286e+33,exploration,0.7350918906249998,False,61.5992799999658,117.45948079996742,1
7,11,2249.208376542892,488,1749936187096034.5,transformer,0.6983372960937497,False,36.515328599954955,153.9752716999501,2
8,2,2217.4871200165826,2,2217.4871200165826,transformer,0.6634204312890623,True,3.799994010478258e-05,153.97573189996183,0
9,2,2217.4871200165826,2,2217.4871200165826,transformer,0.6302494097246091,False,1.8699909560382366e-05,153.9760669999523,1
10,2,2217.4871200165826,2,2217.4871200165826,transformer,0.5987369392383786,False,1.580000389367342e-05,153.9766817999771,2
11,2,2217.4871200165826,570,2.8204502757222703e+19,transformer,0.5688000922764596,False,43.69224500004202,197.66938570002094,3
12,2,2217.4871200165826,525,1.2666923096834286e+17,exploration,0.5403600876626365,False,39.38624919997528,237.0560531000374,4
13,2,2217.4871200165826,98,7105.714916679767,exploration,0.5133420832795047,False,1.580000389367342e-05,237.05647930002306,5
14,2,2217.4871200165826,324,369779047.2870027,exploration,0.48767497911552943,False,24.223335499991663,261.28025399998296,6
15,2,2217.4871200165826,642,3.4969294114372907e+23,exploration,0.46329123015975293,False,48.64287409989629,309.9234591999557,7
16,2,2217.4871200165826,28,2646.78079313477,transformer,0.44012666865176525,False,3.42000275850296e-05,309.92388160002884,8
17,2,2217.4871200165826,397,197371644591.19412,exploration,0.41812033521917696,False,30.061262500006706,339.98546310001984,9
18,2,2217.4871200165826,489,2031390552340841.0,exploration,0.3972143184582181,False,36.793909700005315,376.77988769998774,10
19,2,2217.4871200165826,2,2217.4871200165826,transformer,0.37735360253530714,False,3.559992182999849e-05,376.7803422999568,11
20,2,2217.4871200165826,767,3.087425955519521e+31,exploration,0.35848592240854177,False,59.67345170001499,436.454176499974,12
