iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2733.9994155764457,115,2733.9994155764457,initial,1.0,True,0.0004116999916732311,0.0004126999992877245,0
1,115,2733.9994155764457,264,42070.126478173646,transformer,0.95,False,27.488404399948195,27.48882039997261,1
2,92,2200.9692817234286,92,2200.9692817234286,transformer,0.9025,True,3.8499943912029266e-05,27.489815999986604,0
3,92,2200.9692817234286,756,301221897315854.44,exploration,0.8573749999999999,False,79.78615399997216,107.27633210003842,1
4,92,2200.9692817234286,760,483534694452850.0,exploration,0.8145062499999999,False,80.30051299999468,187.57732879999094,2
5,92,2200.9692817234286,286,72926.64429120677,transformer,0.7737809374999999,False,28.990628400002606,216.5684699000558,3
6,92,2200.9692817234286,548,2181519030.379744,transformer,0.7350918906249998,False,57.79035540006589,274.3592410000274,4
7,92,2200.9692817234286,225,15825.85235674108,exploration,0.6983372960937497,False,22.900521399918944,297.26022499997634,5
8,92,2200.9692817234286,618,100057136105.93982,exploration,0.6634204312890623,False,65.14890340005513,362.4095566000324,6
9,92,2200.9692817234286,205,10533.78696269231,exploration,0.6302494097246091,False,20.826560299959965,383.23660269996617,7
10,92,2200.9692817234286,92,2200.9692817234286,transformer,0.5987369392383786,False,3.9899954572319984e-05,383.23710519995075,8
11,63,1884.8564459633767,63,1884.8564459633767,transformer,0.5688000922764596,True,3.0199997127056122e-05,383.23777560004964,0
12,63,1884.8564459633767,536,1287328118.5748382,transformer,0.5403600876626365,False,55.79225509997923,439.03042319999076,1
13,63,1884.8564459633767,322,235497.73223543554,transformer,0.5133420832795047,False,32.57845269993413,471.60941619996447,2
14,2,1325.7964302952557,2,1325.7964302952557,transformer,0.48767497911552943,True,4.239997360855341e-05,471.6098911999725,0
15,2,1325.7964302952557,222,15145.76646778169,exploration,0.46329123015975293,False,22.947288200026378,494.5575456999941,1
16,2,1325.7964302952557,254,33730.36334347817,transformer,0.44012666865176525,False,26.326216500019655,520.884196799947,2
17,2,1325.7964302952557,391,2255266.463069935,exploration,0.41812033521917696,False,39.9923875000095,560.8769957999466,3
18,2,1325.7964302952557,869,5.838489899836212e+17,exploration,0.3972143184582181,False,93.4984298000345,654.3758449000306,4
19,2,1325.7964302952557,2,1325.7964302952557,transformer,0.37735360253530714,False,5.140004213899374e-05,654.3763145999983,5
20,2,1325.7964302952557,2,1325.7964302952557,transformer,0.35848592240854177,False,1.680001150816679e-05,654.3766213000054,6
