iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2795.1325669515186,115,2795.1325669515186,initial,1.0,True,0.00035349989775568247,0.00035449990537017584,0
1,115,2795.1325669515186,337,329889.3665660236,transformer,0.95,False,31.37596710002981,31.376324699958786,1
2,115,2795.1325669515186,602,40472543251.46063,exploration,0.9025,False,2.2000051103532314e-05,31.377431000000797,2
3,115,2795.1325669515186,502,260528787.09712255,transformer,0.8573749999999999,False,47.85471509990748,79.23269509989768,3
4,115,2795.1325669515186,379,1496078.3732349344,transformer,0.8145062499999999,False,35.4157908000052,114.64895019994583,4
5,2,1407.5119924268931,2,1407.5119924268931,transformer,0.7737809374999999,True,3.300001844763756e-05,114.64937579992693,0
6,2,1407.5119924268931,803,6790340792110588.0,exploration,0.7350918906249998,False,81.52576440002304,196.1755903000012,1
7,2,1407.5119924268931,125,3338.9360993701866,transformer,0.6983372960937497,False,6.210000719875097e-05,196.17617699992843,2
8,2,1407.5119924268931,62,1897.6284204515177,transformer,0.6634204312890623,False,2.5799963623285294e-05,196.17676189995836,3
9,2,1407.5119924268931,93,2299.2690123048983,transformer,0.6302494097246091,False,2.8199981898069382e-05,196.1776005999418,4
10,2,1407.5119924268931,2,1407.5119924268931,transformer,0.5987369392383786,False,2.619996666908264e-05,196.17827319994103,5
11,2,1407.5119924268931,65,1954.837583442212,transformer,0.5688000922764596,False,2.7300091460347176e-05,196.1788323998917,6
12,2,1407.5119924268931,322,220344.37453609862,transformer,0.5403600876626365,False,30.107514700037427,226.28703519992996,7
13,2,1407.5119924268931,2,1407.5119924268931,transformer,0.5133420832795047,False,4.20999713242054e-05,226.2875574999489,8
14,2,1407.5119924268931,70,2006.967930557112,transformer,0.48767497911552943,False,2.559996210038662e-05,226.2880764999427,9
15,2,1407.5119924268931,531,1086765027.0798857,transformer,0.46329123015975293,False,51.276385799981654,277.5653982999502,10
16,2,1407.5119924268931,520,579989753.8555759,exploration,0.44012666865176525,False,49.399349199957214,326.96528579993173,11
17,2,1407.5119924268931,2,1407.5119924268931,transformer,0.41812033521917696,False,5.719996988773346e-05,326.96578559989575,12
18,2,1407.5119924268931,611,62736093831.80598,exploration,0.3972143184582181,False,59.93067819997668,386.8969264999032,13
19,2,1407.5119924268931,2,1407.5119924268931,transformer,0.37735360253530714,False,4.5599997974932194e-05,386.89741819992196,14
20,2,1407.5119924268931,247,27316.74712442892,transformer,0.35848592240854177,False,23.375242199981585,410.27315999998245,15
